source	target
PNLIPRP1	UBR1
PNLIPRP1	UBR2
PNLIPRP1	TMPPE
PNLIPRP1	GJB5
PNLIPRP1	TMX2
PNLIPRP1	LEUTX
ERRFI1	PDGFRB
RRAGB	CKB
RRAGB	CPS1
RRAGB	CSE1L
RRAGB	GSS
RRAGB	RASAL1
RRAGB	YWHAB
RRAGB	RPTOR
RRAGB	MTOR
RRAGB	RRAGC
RRAGB	RRAGD
OVOL2	ZNF526
FGF21	SGTB
CCDC60	MTUS2
CCDC60	FAM204A
CCDC60	FAM32A
CCDC60	UPF3B
CCDC60	ZNF593
CCDC60	DCP1B
CCDC60	RBM42
ATG4D	GABARAPL1
RAB43	XAB2
RAB43	PFDN6
RAB43	AQR
RAB43	CDC40
RAB43	SLU7
RAB43	LACTB
RAB43	KEAP1
RAB43	DHX34
RAB43	DHX8
RAB43	CHD9
RAB43	SDE2
RAB43	C1orf52
RAB43	CCDC12
RAB43	CACTIN
RAB43	ZNF830
RAB43	PPIE
LINC01587	DGKH
LINC01587	SMPX
LINC01587	DIRAS1
LINC01587	SPG11
LINC01587	APAF1
LINC01587	UBA6
LINC01587	10-Sep
LINC01587	RALGAPB
LINC01587	CLTCL1
LINC01587	UHRF1BP1
LINC01587	CDK5RAP2
LINC01587	SHPK
LINC01587	RELA
LINC01587	VPS13C
LINC01587	ACTA2
LINC01587	FGFR1OP
LINC01587	CUL4B
LINC01587	MTR
LINC01587	KIF11
ATF4	EGLN3
ATF4	TRIB3
ATF4	FOS
ATF4	CEBPE
ATF4	CEBPG
ATF4	DDIT3
ATF4	FOSL1
ATF4	BTRC
ATF4	POLR2C
ATF4	MAF
ATF4	NFE2L1
ATF4	GABBR2
ATF4	JUNB
ATF4	BATF
ATF4	BATF3
ATF4	JUN
ATF4	MDM2
ATF4	CEBPA
ATF4	CREBZF
ATF4	GABBR1
ATF4	RPS6
ATF4	DISC1
ATF4	NFE2L2
ATF4	TBC1D25
ATF4	EP300
ATF4	FUS
ATF4	ULK1
ATF4	MAP1LC3B
ATF4	ATG5
ATF4	CREBBP
ATF4	FBXW11
ATF4	ABRAXAS2
ATF4	JDP2
ATF4	CEP83
ATF4	NAP1L5
ATF4	TARSL2
ATF4	SAPCD2
ANKRD44	WWP2
ANKRD44	PPP6R3
ANKRD44	PPP6R2
ANKRD44	NOTCH3
ANKRD44	NOTCH2
ANKRD44	NOTCH1
ANKRD44	MTCL1
ANKRD44	HIF1AN
ANKRD44	CDKN2C
ANKRD44	ANKRD28
ANKRD44	ANKFY1
PHB2	CTNNB1
PHB2	JUP
PHB2	NUP205
PHB2	USP15
PHB2	MMS19
PHB2	PDXDC1
PHB2	DDX20
PHB2	NUP93
PHB2	TIMM50
PHB2	EPPK1
PHB2	COPG1
PHB2	LGALS3BP
PHB2	PPP2R1A
PHB2	PFAS
PHB2	IARS
PHB2	ATXN10
PHB2	EWSR1
PHB2	ABCB1
PHB2	DYNC1H1
PHB2	FLRT3
PHB2	MYH8
PHB2	RAPGEF2
PHB2	SLC3A2
PHB2	UQCRC1
PHB2	XIAP
PHB2	NMRAL1
PHB2	PHB
PHB2	PTBP1
PHB2	SSR1
PHB2	NDUFB8
PHB2	GOSR1
PHB2	CCDC47
PHB2	COX4I1
PHB2	LGALS1
PHB2	ATP6V1C1
PHB2	MRPL17
PHB2	TRPM6
IKBKB	COPS3
IKBKB	COPS7A
IKBKB	COPS5
IKBKB	TRAF1
IKBKB	COPS4
IKBKB	CUEDC2
IKBKB	KEAP1
IKBKB	IKBKG
IKBKB	TP73
IKBKB	HOMER3
IKBKB	CYLD
IKBKB	DOK1
IKBKB	RELA
IKBKB	TP63
IKBKB	NFKB1
IKBKB	NFKBIA
IKBKB	IRF3
IKBKB	FOS
IKBKB	RELB
IKBKB	TSC1
IKBKB	TNFRSF1A
IKBKB	CDKN2A
IKBKB	RAPGEF2
IKBKB	MTURN
IKBKB	BBC3
IKBKB	IRS1
IKBKB	PFKFB3
IKBKB	BCL3
IKBKB	RPS3
IKBKB	OPTN
IKBKB	BCL10
IKBKB	FOXO3
IKBKB	REL
IKBKB	IRF5
IKBKB	CHUK
IKBKB	TUBB
IKBKB	TRIM27
IKBKB	HSPA8
IKBKB	FKBP4
IKBKB	FKBP5
IKBKB	FAF1
IKBKB	CTNNB1
IKBKB	CLTC
IKBKB	FLNA
IKBKB	EIF2AK3
IKBKB	MAP3K7
IKBKB	NCOR2
IKBKB	IRAK1
IKBKB	MAP3K1
IKBKB	FLT3
IKBKB	NFE2L2
IKBKB	TP53
IKBKB	TICAM1
IKBKB	EEF1A1
IKBKB	HSP90AA1
IKBKB	HSP90AB1
IKBKB	NFKBIB
IKBKB	PARP1
IKBKB	TNF
IKBKB	NCOA3
IKBKB	NR2C2
IKBKB	HNRNPU
IKBKB	IRS2
IKBKB	NOTCH1
IKBKB	TRAF2
IKBKB	TNFAIP3
IKBKB	ATM
IKBKB	EGLN3
IKBKB	IKBKE
IKBKB	PRKCQ
IKBKB	NFKB2
IKBKB	EIF2AK2
IKBKB	CXCL8
IKBKB	SMARCC1
IKBKB	TBK1
IKBKB	HSPD1
IKBKB	PPP1R15A
IKBKB	MAP3K3
IKBKB	SQSTM1
IKBKB	ACTG1
IKBKB	MYH10
IKBKB	LYZ
IKBKB	PEBP1
IKBKB	BAD
IKBKB	CFLAR
IKBKB	BIRC3
IKBKB	TRAF6
IKBKB	HSPA5
IKBKB	MTOR
IKBKB	TGFBR1
IKBKB	HSPB1
IKBKB	CASP8
IKBKB	CSK
IKBKB	TUBB4A
IKBKB	ACVR1
IKBKB	TUBB2A
IKBKB	SASH1
IKBKB	MAP3K11
IKBKB	TUBB2B
IKBKB	PRDX3
IKBKB	STAP2
IKBKB	IKBIP
IKBKB	YWHAB
IKBKB	PPM1B
IKBKB	ELP1
IKBKB	C1QBP
IKBKB	NLRP2
IKBKB	HSPA1L
IKBKB	TUBA3D
IKBKB	CTNNAL1
IKBKB	IQGAP1
IKBKB	TRAF3IP2
IKBKB	TANK
IKBKB	MAP3K13
IKBKB	NLRX1
IKBKB	HSPA9
IKBKB	EPRS
IKBKB	CCAR2
IKBKB	UBB
IKBKB	NAA20
IKBKB	TSC22D3
SEPT9	SEPT14
SEPT9	SEPT6
SEPT9	SEPT1
SEPT9	TIMM44
SEPT9	VAMP2
SEPT9	SUCLG2
SEPT9	TOR1AIP1
SEPT9	SUCLG1
SEPT9	UQCRFS1
SEPT9	VAPB
SEPT9	TMED9
SEPT9	SVIL
SEPT9	RIDA
SEPT9	UQCRFS1P1
SEPT9	TPM3
SEPT9	VMA21
SEPT9	SEPT8
SEPT9	ANXA11
SEPT9	SEPT10
SEPT9	CAVIN3
SEPT9	SEPT5
SEPT9	ABLIM1
SEPT9	PIK3C2A
SEPT9	PPP1R12A
SEPT9	ARHGEF11
SEPT9	COBL
SEPT9	URI1
SEPT9	LGALS1
SEPT9	FLNA
SEPT9	POLG
SEPT9	BASP1
SEPT9	SPTBN1
SEPT9	HSPA14
SEPT9	INF2
SEPT9	SPECC1
SEPT9	CAVIN1
SEPT9	LUZP1
SEPT9	MISP
SEPT9	SYNPO
SEPT9	AFAP1
SEPT9	HELB
SEPT9	SDF2
SEPT9	CORO1B
SEPT9	CDC42EP4
SEPT9	SDF2L1
SEPT9	DNAJB11
SEPT9	COPS7A
SEPT9	AKAP2
SEPT9	RAB10
SEPT9	ARHGEF18
DHX37	TRIP6
DHX37	KRT31
DHX37	RGS17
DHX37	NAT10
DHX37	POLR1C
DHX37	DHX15
DHX37	RPS3A
DHX37	RBM19
MPDU1	MORF4L2
MPDU1	PMVK
MPDU1	SLC1A5
MPDU1	QRICH2
MPDU1	RPS3A
MPDU1	HERC2
ZFAND2A	DAZAP2
ZFAND2A	UBQLN2
AP5M1	SPG11
AP5M1	GTF3C3
AP5M1	AP5B1
AP5M1	DCAF4
GIPC2	SP100
GIPC2	ZBTB26
GIPC2	SH3BP4
GIPC2	COL1A1
GIPC2	APPL1
GIPC2	PTN
GIPC2	IGSF21
GIPC2	SETDB1
GIPC2	UNC119
GIPC2	ZCCHC7
GIPC2	CTRC
GIPC2	PLEKHA2
ARMH4	BMPR2
ARMH4	BMPR1A
ARMH4	NDFIP1
ARMH4	CD320
ARMH4	FGFR1
PRKACG	AKAP5
PRKACG	AKAP9
PRKACG	AKAP7
PRKACG	AKAP1
PRKACG	UBB
PRKACG	ENDOG
PRKACG	TTC9C
PRKACG	HSPA8
PRKACG	PRKAR1B
PRKACG	NOS3
PRKACG	KCNQ4
PRKACG	BAD
PRKACG	MYBPC3
HCK	SOS1
HCK	PAK2
HCK	ASAP1
HCK	MED28
HCK	KHDRBS1
HCK	WAS
HCK	NBPF19
HCK	KRTAP10-9
HCK	MTUS2
HCK	KRT40
HCK	NOTCH2NL
HCK	GOPC
HCK	ABL1
HCK	BCR
HCK	ELMO1
HCK	STAT5A
HCK	ADAM15
HCK	STAT5B
HCK	TBK1
HCK	PLCG2
HCK	EGFR
HCK	ACTB
HCK	CD2AP
HCK	TRPV4
HCK	ARRB1
HCK	PIK3R2
HCK	PLCG1
HCK	CSF3R
HCK	IL6ST
HCK	DNM2
HCK	GAB1
HCK	KIT
HCK	ERBB3
HCK	EVL
HCK	TP73
HCK	BCAR1
HCK	PIK3R1
HCK	VIM
HCK	HNRNPK
HCK	STAT3
HCK	PTK2
HCK	ABL2
HCK	BTK
HCK	PIK3CB
HCK	PIK3R3
HCK	VAV1
HCK	CCR3
HCK	LCP2
HCK	RASA1
HCK	CSF2RB
HCK	PLAUR
HCK	FCGR2A
HCK	DOK1
HCK	INPP5D
HCK	FCGR1A
HCK	SH3KBP1
HCK	WIPF1
HCK	PECAM1
HCK	TSG101
HCK	PDCD6IP
HCK	DOK2
HCK	SF3B3
HCK	WDCP
HCK	SKAP2
HCK	RASA3
HCK	UNC119
HCK	IRF2BPL
HCK	SH3BP1
HCK	HLCS
HCK	QKI
HCK	AGR2
HCK	MDK
HCK	FHL5
HCK	TOX2
HCK	KRT36
HCK	KRT34
HCK	RBPMS
HCK	HSF2BP
HCK	SH2B2
HCK	TEKT4
HCK	TEPSIN
HCK	CYB5D2
HCK	CCDC88B
HCK	PNMA1
HCK	MKRN3
HCK	ZSCAN4
HCK	CTAG1B
HCK	KRTAP10-8
HCK	KRTAP1-1
HCK	PLEKHG4
HCK	INCA1
HCK	KRT35
HCK	CYSRT1
HCK	BPIFA1
HCK	KPRP
HCK	TRIM27
HCK	KRTAP3-1
HCK	KRTAP1-3
HCK	CTAG1A
HCK	KRTAP10-7
PHKG2	PHKA1
PHKG2	CLASP1
PHKG2	PEX10
PHKG2	GAK
PHKG2	LAMC1
PHKG2	PHKA2
PHKG2	H3F3C
PHKG2	HIST1H3A
PHKG2	HIST3H3
PHKG2	CENPV
PHKG2	PHKB
PHKG2	NSUN4
PHKG2	HPS5
PHKG2	GTF3C5
PHKG2	PHKG1
PHKG2	CEP85L
PHKG2	PRKAA1
PHKG2	PRKAB2
PHKG2	PRKAB1
PHKG2	PRKAG1
PHKG2	FAM171B
PHKG2	SETDB1
PHKG2	PRKAG2
PHKG2	EML4
PHKG2	MAPT
PHKG2	PYGB
PHKG2	PYGM
PHKG2	MAGEA2B
PHKG2	MAGEA2
STOML3	ADAM33
STOML3	CLDN19
STOML3	JAGN1
STOML3	ZDHHC24
TRMT10B	TUBA8
TRMT10B	TIGD5
TRMT10B	RPL26L1
TRMT10B	PTX3
TRMT10B	PTCD3
TRMT10B	MRPS9
TRMT10B	MRPS7
TRMT10B	MRPS5
TRMT10B	MRPS35
TRMT10B	MRPS34
TRMT10B	MRPS33
TRMT10B	MRPS31
TRMT10B	MRPS28
TRMT10B	MRPS27
TRMT10B	MRPS26
TRMT10B	MRPS25
TRMT10B	MRPS24
TRMT10B	MRPS23
TRMT10B	MRPS22
TRMT10B	MRPS21
TRMT10B	MRPS2
TRMT10B	MRPS18C
TRMT10B	MRPS18B
TRMT10B	MRPS16
TRMT10B	MRPS15
TRMT10B	MRPS14
TRMT10B	MRPS11
TRMT10B	MRPS10
TRMT10B	KBTBD6
TRMT10B	DAP3
TRMT10B	NOA1
TRMT10B	OTX2
NUP155	HDAC4
NUP155	EFS
NUP155	TACC2
NUP155	SUMO1
NUP155	AP3B1
NUP155	CD3EAP
NUP155	PCCA
NUP155	NUP214
NUP155	RANGAP1
NUP155	RANBP2
NUP155	NUP98
NUP155	NUP107
NUP155	LRP1
NUP155	TOMM20
NUP155	MTHFSD
NUP155	NUP43
NUP155	NUP35
NUP155	NUP133
NUP155	NUP205
NUP155	TMEM209
NUP155	NDC1
NUP155	KANSL3
NUP155	REG1B
JUN	MAPRE3
JUN	SMAD2
JUN	BATF
JUN	CREB5
JUN	ASCC2
JUN	MAZ
JUN	MAPK9
JUN	ASCC1
JUN	NCOR2
JUN	NCOA1
JUN	BATF3
JUN	NEDD4
JUN	BATF2
JUN	MAPK3
JUN	KPNA2
JUN	PLEKHO1
JUN	FOSL1
JUN	NACA
JUN	CREB3
JUN	NFE2L2
JUN	RELA
JUN	BBS7
JUN	MDM2
JUN	MAPK10
JUN	PPP3CB
JUN	PRRC2A
JUN	ASCC3
JUN	RB1
JUN	STRN4
JUN	MAPK8
JUN	RBM39
JUN	SMAD3
JUN	TSG101
JUN	COPS5
JUN	ATF7
JUN	INPP5B
JUN	EWSR1
JUN	UBC
JUN	ITCH
JUN	ARRB1
JUN	HIF1A
JUN	SMAD4
JUN	MAPK1
JUN	MYOD1
JUN	NFYA
JUN	NRIP1
JUN	NFKB1
JUN	DUSP1
JUN	CGA
JUN	TCF7L2
JUN	MUC1
JUN	NRF1
JUN	SP1
JUN	EGR1
JUN	CREB1
JUN	STAT4
JUN	HCFC1
JUN	TOP1
JUN	TOP2A
JUN	STAT3
JUN	PTGS2
JUN	CREBBP
JUN	UBE2I
JUN	TCF4
JUN	GATA2
JUN	SKI
JUN	TGIF1
JUN	MAFB
JUN	NFATC2
JUN	TAF4
JUN	MOGS
JUN	NFE2L1
JUN	RNF187
JUN	RPL18A
JUN	TCF20
JUN	POU1F1
JUN	CLINT1
JUN	UBB
EPOR	INPP5D
EPOR	PIK3R1
EPOR	STAT5A
EPOR	PLCG2
EPOR	SOCS2
EPOR	TRPC3
EPOR	SRC
EPOR	PLCG1
EPOR	KITLG
EPOR	CRKL
EPOR	SHC1
EPOR	CRK
EPOR	IRS2
EPOR	GAB1
EPOR	PTPN6
EPOR	GRB2
EPOR	CBL
EPOR	STAT5B
EPOR	SYK
EPOR	CSF2RB
EPOR	SOAT1
SETD1A	WDR5
SETD1A	PNISR
SETD1A	BCL2L11
SETD1A	HIST1H3J
SETD1A	CREBBP
SETD1A	SPP1
XCL2	NBPF19
XCL2	KRTAP10-9
XCL2	NOTCH2NL
XCL2	XCR1
XCL2	KRTAP1-3
DOCK8	MEOX2
DOCK8	KRT40
DOCK8	LRCH2
DOCK8	LRCH4
DOCK8	DOCK7
DOCK8	DOCK6
DOCK8	APPBP2
DOCK8	CPNE7
DOCK8	COG6
DOCK8	HSF2BP
PDCD6	SEC31A
PDCD6	PLSCR3
PDCD6	PEF1
PDCD6	IGF2BP3
PDCD6	HNRNPUL2
PDCD6	SAR1B
PDCD6	HNRNPU
PDCD6	TSTA3
PDCD6	HNRNPUL1
PDCD6	MIF
PDCD6	PCBP1
PDCD6	CHERP
OGDH	PLSCR1
OGDH	DLST
OGDH	TSR1
OGDH	SSBP1
OGDH	MRPL13
OGDH	PDHA1
OGDH	MRPL15
OGDH	DHODH
OGDH	MRPS2
OGDH	MRPL41
OGDH	SCFD1
OGDH	PDHX
OGDH	DLAT
OGDH	PDHB
OGDH	MRPL38
OGDH	SUCLG2
OGDH	ATP5PD
OGDH	COX5A
OGDH	CYC1
OGDH	NDUFS4
ATXN3	C16orf70
ATXN3	VCP
ATXN3	RAD23A
ATXN3	RAD23B
ATXN3	SRI
ATXN3	CANX
ATXN3	SDC2
ATXN3	TMCO1
ATXN3	TIMM23
ATXN3	TIMM23B
ATXN3	SLC3A2
ATXN3	PSRC1
ATXN3	NDUFAF2
ATXN3	BCL7C
ATXN3	RSF1
ATXN3	CAMSAP3
ATXN3	CNOT6
ATXN3	HAP1
ATXN3	FOXO4
ATXN3	SQSTM1
ATXN3	CSNK2B
ATXN3	PNKP
ATXN3	CREBBP
RAB11FIP1	NARF
RAB11FIP1	ZKSCAN1
RAB11FIP1	LYN
RAB11FIP1	NUP62
RAB11FIP1	CLK1
RAB11FIP1	HDLBP
RAB11FIP1	PPFIA1
RAB11FIP1	RAB11B
RAB11FIP1	SNRNP48
RAB11FIP1	NEPRO
RAB11FIP1	CHMP1B
RAB11FIP1	UTP6
RAB11FIP1	NOLC1
RAB11FIP1	YWHAZ
RAB11FIP1	YWHAG
UBL4B	MEOX2
UBL4B	TRAF4
UBL4B	GOLGA6L9
UBL4B	BAG6
VNN2	ACADVL
VNN2	FKBP14
VNN2	COX18
VNN2	FZD3
VNN2	S1PR5
VNN2	CLDND1
VNN2	KLK7
VNN2	ATP2A1
VNN2	FZD6
VNN2	FZD7
VNN2	CTSV
VNN2	PIGU
VNN2	DPY19L4
VNN2	ECEL1
VNN2	SLC30A9
VNN2	TSPAN6
VNN2	WASHC5
VNN2	FKRP
VNN2	ALG8
VNN2	GPAA1
VNN2	MIA3
VNN2	GP1BB
VNN2	APOD
VNN2	GPM6A
VNN2	LMF2
VNN2	CST6
VNN2	GM2A
VNN2	PIGS
VNN2	SPCS2
VNN2	LMBR1
VNN2	ADGRL1
VNN2	FAR2
VNN2	SOAT1
VNN2	POMT1
VNN2	GRAMD1A
VNN2	NAT14
VNN2	DNAJC19
VNN2	TNFSF9
VNN2	ITGB2
GLB1	C7orf43
GLB1	TRAPPC10
GLB1	TRAPPC9
GLB1	TRAPPC6B
GLB1	TRAPPC4
GLB1	TRAPPC3
GLB1	TRAPPC2L
GLB1	TRAPPC2
GLB1	NEU1
GLB1	NAGK
THADA	USHBP1
THADA	NAA10
PLPPR4	EIF4A1
IST1	CHMP1B
IST1	APEH
IST1	UBQLN1
IST1	CAPN7
IST1	MAT1A
IST1	CHMP1A
IST1	MIB2
IST1	VPS4A
IST1	AP1G2
IST1	UBQLN2
KLHL34	HSPA8
KLHL34	STUB1
KLHL34	BAG1
KLHL34	HSPA2
KLHL34	BAG3
KLHL34	HSPA1B
KLHL34	STIP1
KLHL34	HSPA6
KLHL34	CCT2
APLP2	JUN
APLP2	APBB3
APLP2	DEDD
ZNF607	MDFI
ZNF607	MTUS2
ZNF607	CEP70
AKAP12	DYNC1LI1
AKAP12	DYNLRB1
HTR1F	CAV1
RPS27	EIF3CL
RPS27	HNRNPA0
RPS27	PNO1
RPS27	PTBP1
RPS27	RANBP9
RPS27	RPS13
RPS27	RPS14
RPS27	RPS15A
RPS27	RPS26
RPS27	RPS3
RPS27	RPS6
RPS27	RPS8
RPS27	SND1
RPS27	TSR1
RPS27	PYM1
RPS27	ENOPH1
RPS27	MARS
RPS27	RTN4
RPS27	WDCP
RPS27	NSG2
RPS27	NACAD
RPS27	PPBP
RPS27	RPL12
RPS27	RPL18
RPS27	RPL10A
RPS27	RPL8
RPS27	RPL27A
RPS27	RPL6
RPS27	RPL27
RPS27	RPL9
RPS27	RPL30
RPS27	RPS25
RPS27	RPL7A
RPS27	RPLP2
RPS27	POTEF
RPS27	ATP7A
RPS27	SRC
RPS27	ERICH5
RPS27	TUBA4A
RPS27	PAG1
RPS27	FUS
RPS27	TUBB8
RPS27	PPP2R5E
RPS27	PPP2R5D
RPS27	TUBA1A
RPS27	POLE4
RPS27	ACTB
RPS27	EEF1A1
RPS27	TUBB3
CSTA	CTSB
CSTA	PTN
CSTA	CTSL
CSTA	CTSH
SOX15	BHLHE40
SOX15	HSFY1
ST8SIA5	APPBP2
ST8SIA5	SELENON
HNF1B	CREB1
HNF1B	HDAC1
HNF1B	ATF1
HNF1B	CREBBP
TRIM43	ENOX1
TRIM43	DHRS4
TRIM43	HSPD1
TRIM43	SIRT3
TRIM43	MIPEP
TRIM43	MTIF2
TRIM43	CLPX
TRIM43	CLPP
AQP7	ABHD16A
SUCLA2	ARL6IP1
SUCLA2	AGTRAP
SUCLA2	FAM9B
SUCLA2	CMTM5
SUCLA2	DLST
SUCLA2	SSR4
SUCLA2	RAB2A
SUCLA2	METAP2
SUCLA2	RAD21
SUCLA2	DNLZ
SUCLA2	MTIF2
SUCLA2	C17orf80
SUCLA2	ZMYND19
SUCLA2	IQGAP2
SUCLA2	GTPBP10
SUCLA2	MKLN1
SUCLA2	HARS2
SUCLA2	MCCC1
SUCLA2	ZNF146
SUCLA2	LONP2
SUCLA2	GFM1
SUCLA2	MAL2
SUCLA2	TNFRSF10D
SUCLA2	MAGEA11
HGS	ARMC8
HGS	TMEM189
HGS	PELP1
HGS	GGA2
HGS	TADA2A
HGS	MIF4GD
HGS	MED7
HGS	STAM2
HGS	LDOC1
HGS	KRT18
HGS	KRT19
HGS	UBE2I
HGS	NMI
HGS	GKAP1
HGS	USHBP1
HGS	EHMT2
HGS	LURAP1
HGS	BEGAIN
HGS	UBQLN1
HGS	EXOC7
HGS	KRT38
HGS	KRT15
HGS	SUMO1
HGS	KRT31
HGS	KRT40
HGS	CEP57L1
HGS	P4HA3
HGS	ING5
HGS	CCDC114
HGS	ABI2
HGS	NEFL
HGS	DEUP1
HGS	GOLGA2
HGS	CCDC136
HGS	EXOC5
HGS	CRX
HGS	SS18L1
HGS	STX11
HGS	FCHSD2
HGS	KRT13
HGS	TRIM27
HGS	NUP62
HGS	CDR2
HGS	AES
HGS	KRT33B
HGS	KIAA0753
HGS	FAM208B
HGS	RINT1
HGS	C1orf94
HGS	KRTAP26-1
HGS	TRIM69
HGS	RFX6
HGS	VPS52
HGS	PNMA1
HGS	DYDC1
HGS	FAM168A
HGS	TFG
HGS	TEKT1
HGS	HSFY1
HGS	CEP63
HGS	TRAF4
HGS	RBCK1
HGS	VPS37B
HGS	TRIM17
HGS	MAGED1
HGS	RANGRF
HGS	REPIN1
HGS	WDR77
HGS	SEC23A
HGS	SNX3
HGS	SNX12
HGS	HNRNPK
HGS	UBC
HGS	EGFR
HGS	APP
HGS	MET
HGS	SMAD2
HGS	PIK3R1
HGS	GRB2
HGS	FGFR2
HGS	NEDD4L
HGS	ZFYVE9
HGS	IL2RB
HGS	TRAK1
HGS	SNX1
HGS	UBB
HGS	KRT26
HGS	KRT3
HGS	SPATA12
HGS	FSD2
HGS	PRR5
HGS	KRT16
HGS	KRT14
HGS	KRTAP19-5
HGS	PLCD1
HGS	UBQLN2
HGS	FAM166A
HGS	PAX5
HGS	ZNF34
HGS	IPO4
HGS	BORCS6
HGS	CCDC196
HGS	KRT39
HGS	KRT35
HGS	STMN3
HGS	ZNF44
HGS	GOLGA6L9
HGS	ASB12
HGS	CDSN
HGS	TRIM10
HGS	KRT25
HGS	SPIRE2
HGS	VGLL3
HGS	PRR22
HGS	C3orf36
HGS	FAM185A
HGS	PSMB11
HGS	SAPCD1
HGS	JMJD7
HGS	ACTN3
HGS	GATC
HGS	KRTAP7-1
C11orf49	ARHGEF15
C11orf49	PNMA5
C11orf49	PRKACB
C11orf49	NICN1
C11orf49	LRRC49
C11orf49	TPGS2
C11orf49	RBM48
C11orf49	PSMA1
C11orf49	RPL8
C11orf49	RPS3A
GNG12	FHL2
GNG12	MET
GNG12	RAP1A
GNG12	PRKACA
GNG12	PLCE1
GNG12	PIK3CA
GNG12	AKT2
ISL2	LDB1
AIP	TOMM20
AIP	GDI2
AIP	EIF2S3
AIP	LAMP1
AIP	PPA2
AIP	PPA1
AIP	IRF7
AIP	RET
CHIC2	U2AF2
CHIC2	MDFI
CHIC2	KRTAP4-12
CHIC2	NBPF19
CHIC2	TCF4
CHIC2	KRTAP5-9
CHIC2	MEOX2
CHIC2	KRTAP10-1
CHIC2	KRTAP10-7
CHIC2	KRTAP10-8
CHIC2	KRTAP10-9
CHIC2	CDR2
CHIC2	KRT40
CHIC2	NOTCH2NL
CHIC2	SPERT
CHIC2	PNMA1
CHIC2	GMCL1
CHIC2	KRTAP4-2
CHIC2	CEP44
CHIC2	ZNF330
CHIC2	MYF5
CHIC2	MTUS2
CHIC2	SDCBP
CHIC2	ADAMTSL4
CHIC2	C1QTNF2
CHIC2	LCN2
CHIC2	POU4F2
CHIC2	ZNF837
CHIC2	REL
CHIC2	SCNM1
CHIC2	LCE3D
CHIC2	PLEKHF1
CHIC2	AXIN2
CHIC2	AGXT
CHIC2	MYPOP
CHIC2	LCE3A
CHIC2	LCE5A
CHIC2	LCE1A
CHIC2	KRTAP6-2
CHIC2	PPARA
CHIC2	LCE2C
CHIC2	KRTAP1-1
CHIC2	PLEKHG4
CHIC2	LCE1C
CHIC2	CYSRT1
CHIC2	KANK2
CHIC2	KRTAP12-3
CHIC2	KRTAP2-3
CHIC2	KRTAP2-4
CHIC2	KRTAP1-3
CHIC2	LCE1F
CHIC2	LCE3C
TIGD6	NUP54
TIGD6	ZRANB2
TIGD6	ACSL3
TIGD6	MAPT
TIGD6	TAGLN2
TIGD6	CHAF1A
TIGD6	MTA1
TIGD6	UBE2V2
TIGD6	DYNC2H1
TIGD6	ABCF1
TIGD6	CCDC97
TIGD6	SNX27
TIGD6	MRPL13
TIGD6	SRA1
TIGD6	SS18L2
TIGD6	MAGED2
TIGD6	HERC1
TIGD6	MTHFR
TIGD6	GTF2I
ARHGEF9	SMURF1
ARHGEF9	FAM90A1
ARHGEF9	TSGA10IP
PTRH1	FAM9B
PTRH1	ANKRD28
TMED8	MDK
TMED8	ADTRP
TMED8	REEP6
TMED8	UNC50
TMED8	MTIF3
TMED8	DEFB129
TMED8	TMEM115
TMED8	APOL2
TMED8	TMEM254
TMED8	DERL1
TMED8	AMIGO2
TMED8	EI24
TMED8	TMEM218
TMED8	SERP2
TMED8	SUSD3
TMED8	CMTM5
TMED8	FAM96A
TMED8	MMGT1
TMED8	STX8
TMED8	ARL6IP1
TMED8	ZDHHC16
TMED8	CYB561D1
TMED8	TRAM1L1
TMED8	C10orf67
TMED8	MRPL41
TMED8	DGAT2L6
TMED8	NDUFA12
TMED8	TMEM121
TMED8	MRPS18B
TMED8	HIST1H4G
RECQL	MAP7
RECQL	MSH2
RECQL	FEN1
TCTA	CMTM7
TCTA	BMP10
TCTA	SLC35A1
TCTA	YIPF6
GLIS3	SUFU
GLIS3	NEK6
GLIS3	BAG3
GLIS3	KRTAP6-1
GLIS3	CIB1
SMARCB1	KMT2C
SMARCB1	TOP2B
SMARCB1	VTN
SMARCB1	TRA2A
SMARCB1	SON
SMARCB1	BCL7B
SMARCB1	BCL7A
SMARCB1	TBL1XR1
SMARCB1	TBL1X
SMARCB1	ACTL6A
SMARCB1	CPSF6
SMARCB1	NR3C1
SMARCB1	RB1CC1
SMARCB1	POLR2A
SMARCB1	PICK1
SMARCB1	TRIM35
SMARCB1	AES
SMARCB1	MESD
SMARCB1	PRKAB2
SMARCB1	HSF2BP
SMARCB1	RUSC1
SMARCB1	FAM90A1
SMARCB1	IL16
SMARCB1	FAM9B
SMARCB1	HGS
SMARCB1	MRPL53
SMARCB1	ZNF688
WDR59	GRB10
WDR59	HDLBP
WDR59	NRF1
WDR59	UEVLD
WDR59	EPB41L2
WDR59	RANGRF
WDR59	TBL1X
WDR59	CRNN
RMI1	RMI2
RMI1	TOP3A
RMI1	DCAF15
NOX4	ACTBL2
NOX4	MYO18A
FAM210B	IER3IP1
FAM210B	STX6
FAM210B	VAMP1
FAM210B	TMEM19
FAM210B	IFITM3
FAM210B	EMP3
FAM210B	CNIH3
FAM210B	TMEM140
FAM210B	SERP2
FAM210B	CLDND2
FAM210B	SLC30A8
FAM210B	SMCO4
FAM210B	VKORC1
FAM210B	CD300C
FAM210B	MFF
