source	target
GAD2	AGTRAP
GAD2	MAL2
GAD2	TMEM159
GAD2	CMTM5
GAD2	GAD1
GAD2	DERL1
GAD2	FAM163A
GAD2	ARMC12
GAD2	TSPAN33
GAD2	DMKN
GAD2	SYCE2
GAD2	BSND
GAD2	CPLX4
GAD2	PBX3
GAD2	ARL13B
GAD2	SDR16C5
GAD2	MRM3
GAD2	FADS6
GAD2	TNFRSF10D
GAD2	CYB561D1
GAD2	RPRM
GAD2	DGAT2L6
GAD2	TMEM120B
GAD2	LIME1
GAD2	HIGD1C
GAD2	APOC4-APOC2
GAD2	RHEX
GAD2	APOC4
NRGN	TRIM62
NRGN	EFCAB7
TDGF1	ZMYND19
TDGF1	YPEL5
TDGF1	WDR26
TDGF1	TCEAL9
TDGF1	RMND5A
TDGF1	RANBP9
TDGF1	RANBP10
TDGF1	MYCBP2
TDGF1	MKLN1
TDGF1	MAEA
TDGF1	GID8
TDGF1	GID4
TDGF1	ARMC8
TDGF1	AIP
TDGF1	ANG
TDGF1	COPS6
TDGF1	GDF9
TDGF1	LRIF1
TDGF1	BAG6
TDGF1	RMND5B
TDGF1	IL18
TDGF1	GALNT18
TDGF1	GDF11
TDGF1	SIL1
TDGF1	LRFN3
TDGF1	GALNS
TDGF1	TGFB1
TDGF1	ACVR1B
TDGF1	ACVR2A
TDGF1	NODAL
AHNAK2	KRT10
AHNAK2	PSMD14
AHNAK2	FAM3C
SLITRK5	BOLA2B
SLITRK5	BOLA2
SLITRK5	CLCNKA
WDR25	PSME3
WDR25	NBPF19
WDR25	TRIM23
WDR25	KRT31
WDR25	KRT40
WDR25	NOTCH2NL
WDR25	PNMA1
WDR25	CCT7
WDR25	MKRN3
WDR25	LDOC1
WDR25	FHL3
WDR25	KRTAP15-1
WDR25	C19orf54
WDR25	ZNF34
WDR25	CYSRT1
WDR25	GOLGA6L9
WDR25	KRTAP12-3
WDR25	KRTAP3-1
WDR25	KRTAP6-3
MAP2K2	RAF1
MAP2K2	COPS5
MAP2K2	CCNDBP1
MAP2K2	TXN
MAP2K2	KRT8
MAP2K2	MAP2K1
MAP2K2	HSP90AA4P
MAP2K2	HSP90AB3P
MAP2K2	HSP90AB4P
MAP2K2	HSP90AA5P
MAP2K2	TUBA4A
MAP2K2	NOCT
MAP2K2	GRIN1
MAP2K2	CASP9
MAP2K2	RPS6KA2
MAP2K2	HSF1
MAP2K2	PPARG
MAP2K2	MAPK6
MAP2K2	LAMTOR3
MAP2K2	KSR1
MAP2K2	DUSP3
MAP2K2	CNKSR1
MAP2K2	GRIN2D
MAP2K2	MTA1
MAP2K2	HNRNPK
MAP2K2	MOS
GUCY2F	GUCA1B
DNAJC11	ANXA7
DNAJC11	CAPG
DNAJC11	PITPNB
DNAJC11	PRICKLE3
DNAJC11	CHCHD3
DNAJC11	H3F3A
DNAJC11	H3F3B
DNAJC11	HAX1
DNAJC11	TBX3
DNAJC11	INPP5B
DNAJC11	STXBP1
DNAJC11	H3F3C
DNAJC11	HIST1H3A
DNAJC11	HIST3H3
DNAJC11	TRAP1
DNAJC11	IMMT
DNAJC11	RBM26
DNAJC11	BCOR
DNAJC11	RNF214
DNAJC11	CD99L2
DNAJC11	RBM4
DNAJC11	PDE6D
DNAJC11	WDR73
DNAJC11	YTHDF1
DNAJC11	TAX1BP1
DNAJC11	ZNHIT2
DNAJC11	LXN
DNAJC11	PM20D2
DNAJC11	VPS52
TMPO	HDAC3
TMPO	OIP5
TMPO	BANF1
TMPO	STOM
TMPO	SDC2
TMPO	MLLT10
TMPO	ATP6V0D1
TMPO	KAT7
TMPO	BRD1
TMPO	CHD1
TMPO	UBTF
TMPO	TUBG1
TMPO	VARS
TMPO	PHB
TMPO	RPL35
TMPO	ATRX
TMPO	LIG3
TMPO	HIST1H2BC
TMPO	HSPG2
TMPO	BST2
TMPO	NOLC1
TMPO	JADE1
TMPO	SUPT6H
TMPO	SGMS2
TMPO	PHIP
TMPO	CAVIN3
TMPO	EXOSC8
TMPO	PHB2
TMPO	HIRIP3
TMPO	NUSAP1
TMPO	RRBP1
TMPO	LARS
TMPO	MRE11
TMPO	GMCL1
TMPO	GOLM1
TMPO	KLHL6
ARID3A	SP100
ARID3A	UBE2E3
ARID3A	NBPF19
ARID3A	NOTCH2NL
ARID3A	ARID3C
ARID3A	ARID3B
ARID3A	HERC2
ARID3A	E2F1
ARID3A	MAGEB4
ARID3A	MORF4L2
ARID3A	TIMM8A
ARID3A	XPA
ARID3A	ANKRD11
ARID3A	REP15
ARID3A	MORF4L1
BRD7	PBRM1
BRD7	ARID2
BRD7	PLEKHF2
KIAA0319L	SIAH1
ZCCHC9	UBTFL1
RAB11A	RAB11FIP1
RAB11A	RAB11FIP3
RAB11A	RAB11FIP5
RAB11A	RAB3IP
RAB11A	RAB11FIP2
RAB11A	RAB11FIP4
RAB11A	RAB3IL1
RAB11A	RAB11B
RAB11A	EVI5
RAB11A	PHB
RAB11A	SOAT1
RAB11A	WDR44
RAB11A	EVI5L
RAB11A	PHB2
RAB11A	TMEM43
RAB11A	GTPBP2
RAB11A	TNKS1BP1
RAB11A	EHD1
RAB11A	XPO5
RAB11A	KIDINS220
RAB11A	CHEK2
RAB11A	SLC25A5
RAB11A	RAB5A
RAB11A	RAB5C
RAB11A	ARHGDIA
RAB11A	RAB25
RAB11A	CHML
RAB11A	SH3BP5
RAB11A	DNPEP
RAB11A	CHM
RAB11A	SH3BP5L
RAB11A	PLCG1
RAB11A	GDI1
RAB11A	CARM1
RAB11A	TRPV6
RAB11A	TRPV5
RAB11A	JAG1
RAB11A	MYO5A
RAB11A	OPTN
MREG	WDR44
MREG	UBA5
MREG	SPAG9
MREG	HSP90AB4P
MREG	FGFR1
MREG	BHMT
MREG	EIF1AD
LINC00588	RBPMS
RNH1	SDCBP
RNH1	UBQLN2
RNH1	MAP4K4
RNH1	LMO7
RNH1	CDC20
RNH1	PSMD2
RNH1	PTGES3
FAM53C	SFN
FAM53C	YWHAG
FAM53C	YWHAE
FAM53C	TRAF3
FAM53C	PLK1
FAM53C	FNTB
FAM53C	DYRK1B
FAM53C	DYRK1A
FAM53C	YWHAZ
FAM53C	SORBS3
CYP2S1	ADAMTSL4
CYP2S1	CADM4
CYP2S1	PRKCA
CYP2S1	PAG1
CYP2S1	SRC
CYP2S1	HOXB9
CYP2S1	NCAM1
CYP2S1	HRAS
CYP2S1	MPP6
CYP2S1	EPHA2
CYP2S1	ARVCF
CYP2S1	TXNRD2
CYP2S1	RGS19
CYP2S1	CSNK1G3
CYP2S1	GNA13
CYP2S1	MPP2
CYP2S1	YES1
CYP2S1	MPZL1
CYP2S1	EPB41L2
CYP2S1	RAP2A
CYP2S1	EFNA5
CYP2S1	CXADR
CYP2S1	GPRIN1
CYP2S1	EPB41L3
CYP2S1	GAP43
CYP2S1	SMPDL3B
CYP2S1	GNB4
CYP2S1	CDCA3
CYP2S1	KRTAP10-8
SEPT11	SEPT9
SEPT11	SEPT7
SEPT11	TMEM189
SEPT11	STIM1
SEPT11	SUCLG1
SEPT11	XRCC1
SEPT11	SIN3A
SEPT11	TST
SEPT11	TCOF1
SEPT11	TOMM40
SEPT11	NABP2
SEPT11	TMEM177
SEPT11	TMEM9
SEPT11	VDAC2
SEPT11	SMARCA2
SEPT11	MPST
SEPT11	SF1
SEPT11	SEPT8
SEPT11	SEPT10
SEPT11	CEP192
SEPT11	BECN1
SEPT11	SEPT6
SEPT11	PPP2R5D
SEPT11	SEPT2
SEPT11	BEND3
SEPT11	ENKD1
SEPT11	ZMAT3
SEPT11	EIF2AK4
SEPT11	MORN4
SETMAR	DOC2A
SETMAR	HSPA8
SETMAR	SETX
SETMAR	PCBP1
CHID1	MAN2B1
CHID1	GAA
CHID1	STAB1
PAGE1	FAM9B
PAGE1	TFRC
PAGE1	DDX49
PAGE1	SLC1A1
PAGE1	TMEM254
PAGE1	TMEM60
PAGE1	TMEM14B
PAGE1	SLC2A5
PAGE1	MGST3
PAGE1	CMTM7
PAGE1	PLPP4
PAGE1	TNF
SERPINB5	KHDRBS3
SERPINB5	FBXO32
SERPINB5	PRSS21
SERPINB5	ZRANB2
SERPINB5	ZC3H11A
SERPINB5	VRK1
SERPINB5	UBA6
SERPINB5	SF3A1
SERPINB5	RHOA
SERPINB5	PLS1
SERPINB5	NARS
SERPINB5	NAA50
SERPINB5	HMGCS1
SERPINB5	HDLBP
SERPINB5	HDGFL2
SERPINB5	EIF2S2
SERPINB5	EIF2A
SERPINB5	DDX46
SERPINB5	CBFB
SERPINB5	ALDH2
SERPINB5	ITPA
SERPINB5	PRDX6
SERPINB5	TPI1
SERPINB5	PPIL3
SERPINB5	SNX3
MCAT	ITGAV
MCAT	SPCS2
MCAT	PTPN1
MCAT	MRPS16
MCAT	RAVER1
MCAT	SPTAN1
MCAT	SHMT1
MCAT	TAP1
MCAT	AGMAT
MCAT	TMEM43
MCAT	RPUSD2
MCAT	ALAS1
MCAT	TAF5
MCAT	ZYG11B
MCAT	MALSU1
ARHGEF18	RHOA
ZNF594	GOLGA2
PRSS1	PTPN4
PRSS1	F2RL1
PRSS1	DEFA5
PRSS1	SERPINF2
PRSS1	TST
CHMP4C	CHMP4B
CHMP4C	SF1
CHMP4C	PABPC4L
CHMP4C	ZMYM1
CHMP4C	SYNE2
CHMP4C	CDCA3
CHMP4C	MED10
CHMP4C	MKNK1
CHMP4C	DDX23
CHMP4C	KDM2A
CHMP4C	AP3M1
CHMP4C	CEPT1
CHMP4C	CHMP1B
ANKRD29	YTHDF1
ANKRD29	UBP1
ANKRD29	TFCP2
ANKRD29	FAM122B
ANKRD29	ADD3
ANKRD29	ADD2
ANKRD29	ADD1
ANKRD29	RABGEF1
ANKRD29	HLCS
ANKRD29	CABP2
ANKRD29	GYPA
ANKRD29	USP32
ANKRD29	FAM90A1
ANKRD29	MRPL53
ANKRD29	GTF2H5
S100A1	S100B
S100A1	S100A4
S100A1	S100P
S100A1	S100A2
S100A1	REL
S100A1	GFAP
S100A1	ACTA1
S100A1	CAPZA1
S100A1	AGER
S100A1	BEX3
S100A1	S100Z
S100A1	S100A3
CNNM1	HSF2BP
SLC1A2	AJUBA
SLC1A2	RPL17-C18orf32
SLC1A2	RPL5
SLC1A2	RPL32
SLC1A2	RPL38
SLC1A2	RPL23A
PCDHB12	COPS4
PCDHB12	KRT19
PCDHB12	CCDC172
PCDHB12	ZSCAN23
PCDHB12	HIST1H2BO
IL16	PPP1R12C
IL16	KCNJ15
IL16	KCNJ2
IL16	PPP1R12A
IL16	PPP1R12B
IL16	KCNJ10
IL16	SSSCA1
IL16	EFEMP2
IL16	USHBP1
IL16	DMRTB1
IL16	GABPB1
IL16	RNF169
IL16	NRBP2
IL16	ZNF148
IL16	CAMK1
IL16	HSPA8
IL16	CASP3
IL16	ZNF620
IL16	CCDC184
IL16	ZNF572
IL16	BOLA2
IL16	KRTAP10-8
IL16	KRTAP1-1
IL16	NOXA1
IL16	ZNF774
IL16	ZNF777
IL16	PDLIM7
IL16	ANXA6
IL16	CYSRT1
IL16	KANK2
IL16	ZNF165
IL16	GOLGA6L9
IL16	L3MBTL3
IL16	TRIM27
IL16	PRR13
IL16	KRTAP3-1
IL16	HOMEZ
IL16	KRTAP1-3
IL16	ZIM2
EXT2	TRAP1
EXT2	GALNT5
EXT2	STK16
EXT2	SNCG
EXT2	HYOU1
EXT2	CNTF
EXT2	ELOC
EXT2	RPS29
EXT2	CRB1
EXT2	INVS
EXT2	TTC19
EXT2	RBFA
EXT2	EXT1
EXT2	AFAP1
EXT2	ATE1
EXT2	CUX1
EXT2	USP30
EXT2	NOP9
EXT2	HLA-DPB1
SLMAP	OPTN
SLMAP	PFDN6
KRTAP10-8	NBPF19
KRTAP10-8	SPRY2
KRTAP10-8	GLRX3
KRTAP10-8	KRTAP5-9
KRTAP10-8	OTX1
KRTAP10-8	HOXA1
KRTAP10-8	MEOX2
KRTAP10-8	KRTAP10-7
KRTAP10-8	ADAMTSL4
KRTAP10-8	NOTCH2NL
KRTAP10-8	NUFIP2
KRTAP10-8	ZNF473
KRTAP10-8	ZNF490
KRTAP10-8	ZNF669
KRTAP10-8	ZNF559
KRTAP10-8	PRR19
KRTAP10-8	KRTAP1-1
KRTAP10-8	VWC2
KRTAP10-8	PAX5
KRTAP10-8	ZNF250
KRTAP10-8	ZNF79
KRTAP10-8	KRTAP5-3
KRTAP10-8	ZNF107
KRTAP10-8	ZNF775
KRTAP10-8	ARID5A
KRTAP10-8	LAGE3
KRTAP10-8	LCE1C
KRTAP10-8	CYSRT1
KRTAP10-8	ZNF165
KRTAP10-8	ZNF786
KRTAP10-8	ZNF121
KRTAP10-8	UBL5
KRTAP10-8	KRTAP4-5
KRTAP10-8	TCAF1
KRTAP10-8	LELP1
KRTAP10-8	KPRP
KRTAP10-8	C10orf62
KRTAP10-8	GPRIN2
KRTAP10-8	GPANK1
KRTAP10-8	KRTAP5-11
KRTAP10-8	KRTAP9-3
KRTAP10-8	FAM221B
KRTAP10-8	KRTAP12-3
KRTAP10-8	KRTAP5-2
KRTAP10-8	VGLL3
KRTAP10-8	KRTAP3-2
KRTAP10-8	KRTAP3-1
KRTAP10-8	ZNF580
KRTAP10-8	TSPAN4
KRTAP10-8	KRTAP10-1
KRTAP10-8	KRTAP10-10
KRTAP10-8	KRTAP1-3
KRTAP10-8	RGL2
KRTAP10-8	LCE1F
KRTAP10-8	AQP1
KRTAP10-8	KRTAP10-5
KRTAP10-8	KRTAP5-4
KRTAP10-8	C22orf39
KRTAP10-8	KRTAP10-11
KRTAP10-8	KRTAP19-7
KRTAP10-8	ZNF625
KRTAP10-8	C17orf50
SCGB1D1	LIFR
SCGB1D1	VWDE
SCGB1D1	SEMA4D
SCGB1D1	CNTNAP3
SCGB1D1	ITGA3
SCGB1D1	PLXNA2
SCGB1D1	LEPR
SCGB1D1	ADGRV1
SCGB1D1	SEL1L3
SCGB1D1	CLSTN1
SCGB1D1	ADAM21
SCGB1D1	CD109
SCGB1D1	SEMA4G
SCGB1D1	SUSD1
SCGB1D1	TMEM67
SCGB1D1	MANBA
SCGB1D1	ISCA1
SCGB1D1	MICA
SCGB1D1	CPE
SCGB1D1	INSR
SCGB1D1	ARSK
SCGB1D1	ITGA2
SCGB1D1	AARS2
SCGB1D1	BCHE
SCGB1D1	FREM2
SCGB1D1	EMC10
SCGB1D1	PGAP1
SCGB1D1	EMC3
SCGB1D1	CERCAM
SCGB1D1	PLXNA3
SCGB1D1	LRP1B
SCGB1D1	CACNA2D1
SCGB1D1	MOXD1
SCGB1D1	EPDR1
SCGB1D1	LRP6
SCGB1D1	LRP5
SCGB1D1	CACNA2D2
SCGB1D1	PTGFRN
SCGB1D1	NDST2
SCGB1D1	PLXNA1
SCGB1D1	PLTP
SCGB1D1	MET
SCGB1D1	NHLRC3
SCGB1D1	SORL1
SCGB1D1	FRAS1
SCGB1D1	EOGT
SCGB1D1	FAM234B
SCGB1D1	ENTPD7
SCGB1D1	TXNDC16
SCGB1D1	HSPA5
SCGB1D1	FCGRT
SCGB1D1	FAM234A
SCGB1D1	WDR54
SCGB1D1	PLXNB2
SCGB1D1	OSTM1
SCGB1D1	ARSA
SCGB1D1	CHST10
SCGB1D1	MRC2
SCGB1D1	SCARB2
SCGB1D1	LNPEP
SCGB1D1	CACHD1
SCGB1D1	PTPRU
SCGB1D1	EMC4
ZNF341	C11orf68
ZNF341	GRB2
KIAA1324	CIB1
EFCAB11	MSRA
NMT2	ACBD6
CHCHD3	CCDC85B
CHCHD3	KRTAP4-12
CHCHD3	GMCL2
CHCHD3	NBPF19
CHCHD3	PDE4DIP
CHCHD3	GOLGA2
CHCHD3	TRIM27
CHCHD3	TRAF1
CHCHD3	CALCOCO2
CHCHD3	KRT40
CHCHD3	NOTCH2NL
CHCHD3	CCDC33
CHCHD3	USHBP1
CHCHD3	SPERT
CHCHD3	RPGRIP1
CHCHD3	RAB3IP
CHCHD3	SPAG5
CHCHD3	LZTS2
CHCHD3	BLZF1
CHCHD3	FANCL
CHCHD3	SSX2IP
CHCHD3	SAMM50
CHCHD3	SNRPD3
CHCHD3	NDUFA8
CHCHD3	CEP72
CHCHD3	ENKD1
CHCHD3	ARMC7
CHCHD3	C2CD6
CHCHD3	WDYHV1
CHCHD3	LMO1
CHCHD3	NUTM1
CHCHD3	CYSRT1
CHCHD3	KANK2
CHCHD3	PPP1CB
CYSLTR2	CYSLTR1
CYSLTR2	KRTAP1-1
GUCA1C	HGS
GUCA1C	PSORS1C2
PCNP	UHRF2
ANKRD46	HSD17B11
ANKRD46	PLPP4
ANKRD46	LDLRAD1
ANKRD46	KIR2DL3
TEKT2	PTER
TEKT2	POLDIP3
TEKT2	PM20D2
TEKT2	PLCG1
TEKT2	MMAB
TEKT2	METAP2
TEKT2	KLHL42
TEKT2	HELLS
TEKT2	GNB1L
TEKT2	FARSB
TEKT2	CEP170
TEKT2	CENPH
TEKT2	CCDC102A
TEKT2	ADSL
TEKT2	ACOT11
TEKT2	GFAP
NDUFV1	MT-ND5
NDUFV1	MT-ND1
NDUFV1	NDUFV2
NDUFV1	TCOF1
NDUFV1	VPS29
NDUFV1	TMEM189
NDUFV1	RRM1
NDUFV1	NOTCH2
NDUFV1	STMN1
NDUFV1	TIMM9
NDUFV1	PNP
NDUFV1	MPST
NDUFV1	TOR1AIP1
NDUFV1	PAICS
NDUFV1	PALLD
NDUFV1	RNASET2
NDUFV1	SDHB
NDUFV1	PDHA1
NDUFV1	PHB2
NDUFV1	UQCRFS1
NDUFV1	PSMD7
NDUFV1	EEF2
NDUFV1	STXBP1
NDUFV1	COX5A
HADHB	HSP90AB1
HADHB	RPS8
HADHB	OPA1
HADHB	TUBB1
HADHB	ATP1B1
HADHB	DDOST
HADHB	UQCRC2
HADHB	ATP1A1
HADHB	GPC1
HADHB	C17orf80
HADHB	POTEI
HIF1AN	TNKS2
HIF1AN	FBF1
HIF1AN	ASB9
HIF1AN	APBA3
HIF1AN	CASKIN1
HIF1AN	OTUD7B
HIF1AN	UBE3A
HIF1AN	ANKRD27
HIF1AN	FYCO1
HIF1AN	NOTCH3
HIF1AN	ANKRD52
HIF1AN	RNASEL
HIF1AN	ANKS1A
HIF1AN	TNKS
HIF1AN	USP24
HIF1AN	RIPK4
HIF1AN	RPRD2
HIF1AN	TXLNG
HIF1AN	PIP4K2B
HIF1AN	REL
HIF1AN	ANK3
HIF1AN	OSBPL1A
HIF1AN	PIP4K2C
HIF1AN	WDCP
HIF1AN	ANKFY1
HIF1AN	OTUB1
HIF1AN	GMDS
HIF1AN	TXLNA
HIF1AN	AFDN
HIF1AN	NFKB2
HIF1AN	EIF4ENIF1
HIF1AN	ANK2
HIF1AN	ZFP36L2
HIF1AN	MAP3K21
HIF1AN	OSBPL3
HIF1AN	TBK1
HIF1AN	HECTD1
HIF1AN	ARNT
HIF1AN	EP300
HIF1AN	NOTCH1
HIF1AN	EPAS1
HIF1AN	ANKK1
HIF1AN	ANKRD37
EPRS	HSP90AA1
EPRS	IARS
EPRS	POU2F1
EPRS	RARS
EPRS	KARS
EPRS	LARS
EPRS	QARS
EPRS	MARS
EPRS	GARS
EPRS	TRMT1
EPRS	TXLNA
EPRS	TCP1
EPRS	NARS
EPRS	TUBB
EPRS	UBA1
EPRS	XPO1
EPRS	ATP6V1B2
EPRS	CMYA5
EPRS	IGF2BP3
EPRS	PTBP1
EPRS	RFC4
EPRS	RPL23A
EPRS	CLGN
EPRS	CANX
EPRS	RPN2
EPRS	ATAD3B
EPRS	IDH3A
EPRS	NMD3
EPRS	PSMD2
EPRS	IPO9
EPRS	STOM
EPRS	TARSL2
EPRS	TRMT6
EPRS	NCLN
EPRS	KDSR
EPRS	DUS2
SPATA24	CALCOCO2
SPATA24	KRT31
SPATA24	KRT40
SPATA24	LZTS2
SPATA24	KRTAP4-2
SPATA24	CEP72
SPATA24	MID2
SPATA24	DCAF17
SPATA24	STXBP2
SPATA24	THNSL1
SPATA24	TRIM9
SPATA24	GRPEL1
SPATA24	GGPS1
SPATA24	BTBD1
SPATA24	ISCA1
SPATA24	UBR1
SPATA24	DHPS
SPATA24	RBM26
SPATA24	DCAF5
SPATA24	EFEMP2
SPATA24	PLEKHF2
SPATA24	CTNNBIP1
SPATA24	KRTAP10-8
SPATA24	CYSRT1
SPATA24	KRTAP10-1
SPATA24	NOTCH2NL
SPATA24	NBPF19
SPATA24	KRTAP10-7
MRGBP	NBPF19
MRGBP	KRTAP10-7
MRGBP	MORF4L2
MRGBP	NOTCH2NL
MRGBP	DMAP1
MRGBP	EP400P1
MRGBP	CEP250
MRGBP	MBTD1
MRGBP	EP400
MRGBP	EPC1
MRGBP	KCTD21
MRGBP	EPC2
MRGBP	TRRAP
MRGBP	VPS72
MRGBP	KPNA4
MRGBP	UBR7
MRGBP	ACTB
MRGBP	KRTAP17-1
MRGBP	KRTAP1-1
MRGBP	KRTAP5-7
EEA1	RAB22A
EEA1	ANAPC4
EEA1	WWP2
EEA1	NPHP4
EEA1	ABL1
EEA1	KRAS
EEA1	CAMSAP2
EEA1	IL24
EEA1	BCORL1
EEA1	NCAPG2
EEA1	RB1CC1
EEA1	PSPC1
EEA1	IRGQ
EEA1	BEGAIN
EEA1	OSBPL1A
EEA1	NLN
EEA1	FN3K
EEA1	EPB41L5
EEA1	ASF1B
EEA1	OAS3
EEA1	RSPO3
EEA1	RNF167
EEA1	KIF16B
SSX2B	KRT40
SSX2B	AKAP9
SSX2B	TAX1BP1
SSX2B	SYCE1
SSX2B	ZMIZ2
SSX2B	RAB3IP
SSX2B	BLZF1
SSX2B	MAGEC2
SSX2B	SSX2IP
RAB3GAP1	PABPC4L
RAB3GAP1	RABGAP1L
RAB3GAP1	ZC3H14
RAB3GAP1	SRRT
RAB3GAP1	PDF
RAB3GAP1	RAB3GAP2
RAB3GAP1	TSEN34
RAB3GAP1	WDR7
WDR53	RSAD1
WDR53	EEF1A2
WDR53	BBS1
WDR53	NACAD
WDR53	BLVRA
DGKA	ORC5
DGKA	IL21
CLGN	ABCC1
CLGN	RPN2
CLGN	HSP90B1
CLGN	VCP
CLGN	KDSR
CLGN	RCN1
CLGN	CALU
CLGN	RAB1A
CLGN	ADAM2
TMEM33	ABCC1
TMEM33	SLC29A2
DNAJB9	PLK1
DNAJB9	DYNLL1
DNAJB9	FSCN1
DNAJB9	MYL6
DNAJB9	TCEA2
DNAJB9	RFK
DNAJB9	SLC16A8
GABRE	TTC17
GABRE	TMTC3
GABRE	TMED7
GABRE	STIM1
GABRE	SPCS2
GABRE	SLC7A2
GABRE	SLC4A2
GABRE	SLC47A1
GABRE	SLC39A6
GABRE	SGPP1
GABRE	SEC11A
GABRE	POMT1
GABRE	PIGO
GABRE	PIGM
GABRE	MIA3
GABRE	LSR
GABRE	LMF2
GABRE	KCNQ5
GABRE	KCNJ8
GABRE	HMBS
GABRE	GRAMD1A
GABRE	GPAA1
GABRE	GP1BB
GABRE	GHITM
GABRE	FZD6
GABRE	FZD2
GABRE	FAM189B
GABRE	FADS1
GABRE	ERMP1
GABRE	EPHB4
GABRE	ENTPD4
GABRE	CUX1
GABRE	CNNM1
GABRE	CLCC1
GABRE	CCPG1
GABRE	FAM241B
GABRE	BSCL2
GABRE	ALG9
GABRE	ABCB8
GABRE	TMEM39A
ZBTB2	ENO1
ZBTB2	EPPK1
ZBTB2	TARBP1
ZBTB2	KNOP1
ZBTB2	SORBS1
ZBTB2	ZNF639
ZBTB2	DAXX
PODXL2	SELL
CSTF2T	UBQLN1
CSTF2T	HGS
CSTF2T	GOLGA2
CSTF2T	CSTF1
CSTF2T	SYMPK
CSTF2T	CRTAP
CSTF2T	P3H1
CSTF2T	CTAG1B
CSTF2T	SMYD3
CSTF2T	UBQLN2
CSTF2T	CDSN
CSTF2T	STH
CSTF2T	CTAG1A
CLUAP1	MAGEA11
CLUAP1	CINP
CLUAP1	MYOG
CLUAP1	CRACR2A
ZBTB18	ZBTB42
ZBTB18	ATXN1L
ZBTB18	CIC
ZBTB18	ZNF131
ZBTB18	CYP4F12
ZBTB18	ZBTB3
ZBTB18	RCBTB2
ZBTB18	ZBTB2
TARBP2	PRKRA
TARBP2	RBM14
TARBP2	DICER1
TARBP2	ZMAT4
TARBP2	TCEA2
TARBP2	ADARB1
RERE	ATN1
RERE	CCDC120
RERE	KRTAP6-2
RERE	KRTAP12-4
PLPP2	NBPF19
PLPP2	NOTCH2NL
PLPP2	RABEPK
PLPP2	BAG6
PLPP2	UNC119
PLPP2	NSG1
PLPP2	JAGN1
PLPP2	TRAM1L1
PLPP2	VSTM1
PHF23	SIN3A
PHF23	SAP130
PHF23	ARID4B
PHF23	SIN3B
PHF23	SAP30
PHF23	SUDS3
PHF23	BRMS1L
C1QTNF4	UBQLN2
C1QTNF4	L3MBTL3
FKBP15	WASHC2C
FBXW4	TXNDC9
FBXW4	TCP1
FBXW4	PFDN5
FBXW4	PDRG1
FBXW4	PDCL3
FBXW4	PDCL
FBXW4	CCT8
FBXW4	CCT7
FBXW4	CCT6B
FBXW4	CCT6A
FBXW4	CCT5
FBXW4	CCT4
FBXW4	CCT3
FBXW4	CCT2
FBXW4	SUPT6H
MRPL32	MRPL44
MRPL32	MRPL50
MRPL32	MRPL37
MRPL32	MRPS9
MRPL32	MRPS28
MRPL32	MRPL39
MRPL32	MRPL42
MRPL32	MRPL55
MRPL32	MRPL40
MRPL32	MRPS26
MRPL32	MRPL52
MRPL32	MRPL45
MRPL32	MRPL38
MRPL32	MRPL57
MRPL32	TSR1
MRPL32	TIMM17B
MRPL32	SCFD1
MRPL32	MRPL18
MRPL32	MRPL2
MRPL32	STOML2
MRPL32	PRDM14
ZNF135	WWOX
LAMC1	SNX2
LAMC1	LAMA5
LAMC1	PSMD5
LAMC1	LAMA1
APRT	IKBKG
APRT	HPRT1
APRT	NAPRT
APRT	UMPS
APRT	GMPS
APRT	HECW2
APRT	RAB7A
APRT	SNX12
CELF3	TLE1
CELF3	SOBP
CELF3	ERG28
CELF3	CELF5
CELF3	MKRN1
CELF3	HID1
LDHC	LIG4
LDHC	TALDO1
LDHC	NME2
LDHC	TPI1
LDHC	MDH1
LDHC	NME1-NME2
LDHC	UBE2N
ZNF843	LIMD1
ZNF843	CAMK2D
ZNF843	CAMK2B
ZNF843	PSMG3
ZNF843	GNAQ
ZNF843	KRTAP6-2
ZNF843	CYSRT1
KCTD4	DAXX
HECW1	RNF43
HECW1	TP53
HECW1	VAX1
LGALS9B	WWP2
LGALS9B	DAB1
LGALS9B	PRTFDC1
LGALS9B	ATPAF2
LGALS9B	QARS
ERCC6L	RB1CC1
ERCC6L	RPA3
ERCC6L	EIF4B
ERCC6L	LDHA
ERCC6L	PLK1
ERCC6L	YME1L1
ERCC6L	DHRS2
ERCC6L	SLC43A3
ERCC6L	NAP1L4
ERCC6L	NDUFA13
ERCC6L	YJEFN3
ERCC6L	RPL17
ERCC6L	ZNHIT3
ERCC6L	SCAMP3
ERCC6L	TIMM23
ERCC6L	TIMM23B
ERCC6L	UTP20
ERCC6L	PHF14
ERCC6L	NDUFB4
ERCC6L	UQCRC2
ERCC6L	KDSR
ERCC6L	RABL6
ERCC6L	NOP9
ERCC6L	DYNC2LI1
ERCC6L	YIPF5
ERCC6L	THAP11
ERCC6L	CLPTM1L
ERCC6L	MRPL18
ERCC6L	RPF1
ERCC6L	SRA1
ERCC6L	DDX28
ERCC6L	SIX1
ERCC6L	MIDN
ERCC6L	CHEK1
RPS4Y1	RPS4Y2
MYLK2	RPS6KA4
MYLK2	FBXO11
MYLK2	MEF2C
MYLK2	MAPK8
MYLK2	MAP3K1
MYLK2	PPP2R1B
MYLK2	TRAF2
MYLK2	NFKB2
MYLK2	MAP3K3
MYLK2	TNFRSF1B
MYLK2	MAP4K5
