"DRH ID code","Outcome","MolecularWeight","MonoisotopicMass","ExactMass","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAcceptorCount","RotatableBondCount","HeavyAtomCount","IsotopeAtomCount","AtomStereoCount","DefinedAtomStereoCount","UndefinedAtomStereoCount","BondStereoCount","DefinedBondStereoCount","UndefinedBondStereoCount","CovalentUnitCount","Volume3D","XStericQuadrupole3D","YStericQuadrupole3D","ZStericQuadrupole3D","FeatureCount3D","FeatureAcceptorCount3D","FeatureDonorCount3D","FeatureAnionCount3D","FeatureCationCount3D","FeatureRingCount3D","FeatureHydrophobeCount3D","ConformerModelRMSD3D","EffectiveRotorCount3D","ConformerCount3D"
"BRD-K45293975","Cyto","482.5","482.19540532","482.19540532","2.7","89.7","935","0","3","5","2","36","0","5","5","0","0","0","0","1","355.7","8.03","6.43","1.38","18","4","3","0","3","8","0","0.8","3.2","1"
"BRD-K78177893","Cyto","358.4","358.17936134","358.17936134","3.6","76.8","456","0","2","4","6","27","0","1","1","0","0","0","0","1","286.4","12.18","5.5","1.31","10","3","2","0","1","4","0","0.8","6","10"
"BRD-K31965398","Cyto","811.9","811.34151998","811.34151998","3.8","217","1530","0","4","16","10","58","0","13","13","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K33127281","Cyto","412.5","412.20384475","412.20384475","7.7","46.5","645","0","1","3","4","31","0","0","0","0","0","0","0","1","319.3","18.9","3.9","1.03","11","3","0","1","0","7","0","0.8","5.2","6"
"BRD-K01826783","Cyto","255.74","255.1026065","255.1026065","2.8","52.3","260","0","1","3","5","17","0","1","1","0","0","0","0","1","197.5","10.69","1.49","1.16","5","1","1","0","1","1","1","0.6","5","10"
"BRD-K83988098","Cyto","616.7","616.3472145","616.3472145","2","170","1230","0","4","10","8","44","0","6","6","0","3","3","0","1","482","14.79","6.18","2.71","14","7","4","0","2","1","0","1.2","9.8","5"
"BRD-K87909389","Cyto","401.8","401.1030004","401.1030004","3.3","90.2","628","0","3","6","2","28","0","2","2","0","0","0","0","1","294.3","7.27","5.97","1.38","11","3","3","0","1","4","0","0.8","3.2","7"
"BRD-K91370081","Cyto","265.3","265.13140809","265.13140809","0.9","67.8","302","0","2","5","5","19","0","3","3","0","0","0","0","1","206.3","8","2.82","1.3","8","3","2","0","1","2","0","0.8","6","10"
"BRD-K00003196","Cyto","635.1","634.2657086","634.2657086","3.1","136","1150","0","2","9","5","44","0","7","7","0","2","2","0","1","476.4","14.7","5.18","2.67","12","7","2","0","0","2","1","1","7","1"
"BRD-K15898725","Cyto","635.1","634.2657086","634.2657086","3.1","136","1150","0","2","9","5","44","0","7","7","0","2","2","0","1","476.4","14.7","5.18","2.67","12","7","2","0","0","2","1","1","7","1"
"BRD-K04725460","Cyto","226.23","226.062994177","226.062994177","3.2","57.5","287","0","2","3","0","17","0","0","0","0","0","0","0","1","172","6.52","2.45","0.6","6","1","2","0","0","3","0","0.4","0.2","1"
"BRD-K97840621","Cyto","337.29","337.10223322","337.10223322","-1.9","185","571","0","5","10","3","24","0","4","4","0","0","0","0","1","230.5","7.25","4.37","0.81","17","6","5","0","3","3","0","0.8","4","10"
"BRD-K13167095","Cyto","312.4","312.1473925","312.1473925","2.8","78.4","397","0","3","3","5","23","0","1","1","0","0","0","0","1","248.7","15.08","2.63","1.32","7","2","2","0","0","2","1","0.8","7","10"
"BRD-K00003294","Cyto","487.5","487.21320126","487.21320126","4.2","98.4","752","0","3","8","7","36","0","0","0","0","0","0","0","1","373.5","15.19","5.99","1.5","14","1","3","0","4","5","1","1","9.2","10"
"BRD-K86525559","Cyto","362.4","362.1212752","362.1212752","2.3","125","495","0","4","5","4","25","0","1","1","0","0","0","0","1","269.2","11.63","5.69","1.26","10","2","4","0","1","3","0","0.8","7.2","10"
"BRD-K00003533","Cyto","404.4","404.11185333","404.11185333","4.2","96.3","619","0","2","8","6","28","0","1","1","0","0","0","0","1","299.7","19.68","3.1","1.29","8","2","1","0","2","3","0","1.2","6","10"
"BRD-K00003291","Cyto","507.6","507.18010687","507.18010687","1.4","170","725","0","3","12","7","36","0","0","0","0","0","0","0","1","376.4","19.25","5.94","2.7","14","3","2","0","4","5","0","1","9.2","10"
"BRD-K17743125","Cyto","318.3","318.06742811","318.06742811","1.7","104","492","0","3","5","5","22","0","0","0","0","1","1","0","1","237.9","7.1","4.15","1.69","7","3","2","0","0","2","0","0.8","6","10"
"BRD-K64890080","Cyto","521.7","521.31143813","521.31143813","3.7","103","816","0","2","8","7","38","0","1","1","0","0","0","0","1","400.9","25.07","4.06","1.48","13","3","2","0","2","5","1","1.2","10.8","10"
"BRD-A81370665","Cyto","391.4","391.18198132","391.18198132","3.6","81.6","542","0","2","8","5","28","0","1","1","0","0","0","0","1","293.1","11.09","4.56","1.32","8","1","2","0","1","3","1","0.8","5.6","10"
"BRD-K88510285","Cyto","384.2","384.1968855","384.1968855","","124","500","0","4","6","9","28","0","2","2","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K77841042","Cyto","280.36","280.16745924","280.16745924","2","66.8","388","0","2","4","0","20","0","5","5","0","2","2","0","1","225.8","8.68","2.96","0.99","6","3","2","0","0","1","0","0.6","1.8","1"
"BRD-K60348325","Cyto","385.6","385.264374061","385.264374061","6.1","6.2","566","1","0","1","7","29","0","0","0","0","0","0","0","1","326.7","13.21","6.28","1.5","4","0","0","0","1","3","0","0.8","7","4"
"BRD-K76021681","Cyto","191.23","191.094628657","191.094628657","0.9","49.3","196","0","2","2","4","14","0","0","0","0","1","1","0","1","157","11.3","1.33","0.89","5","2","2","0","0","1","0","0.6","5","10"
"BRD-K42191735","Cyto","410.4","410.16780842","410.16780842","1.5","89.6","530","0","1","11","3","29","0","0","0","0","0","0","0","1","292","9.06","6.51","1.67","9","2","1","0","2","4","0","0.8","6.4","10"
"BRD-K96188950","Cyto","284.31","284.10485899","284.10485899","4.2","66.8","347","0","2","4","6","21","0","0","0","0","1","1","0","1","226.6","17.04","2.78","0.88","5","1","2","0","0","2","0","0.8","6","10"
"BRD-K11630072","Cyto","257.26","257.11756954","257.11756954","2.6","78.5","382","0","2","4","5","18","0","0","0","0","0","0","0","1","193.5","12.1","2.32","1.26","8","3","2","0","0","1","2","0.8","7","10"
"BRD-K00003273","Cyto","336.4","336.183778013","336.183778013","3","51.1","466","0","1","3","6","25","0","0","0","0","0","0","0","1","276.3","9.79","7.47","0.97","9","2","1","0","2","3","1","0.8","6","10"
"BRD-K47079459","Cyto","284.5","284.331725344","284.331725344","8","0","181","1","0","0","15","20","0","0","0","0","0","0","0","1","265.1","47.87","0.93","0.78","2","0","0","0","1","0","1","1.6","15","10"
"BRD-K79090631","Cyto","355.8","355.1199879","355.1199879","3.8","83","389","0","3","6","7","25","0","0","0","0","0","0","0","1","269.6","7.7","7.45","1.32","10","2","3","0","2","3","0","1","7","10"
"BRD-K13044802","Cyto","207.27","207.125928785","207.125928785","2","40.5","325","0","1","2","1","15","0","0","0","0","0","0","0","1","166.5","6.58","2.07","1.05","3","1","0","0","0","2","0","0.6","2.2","6"
"BRD-K73440166","Cyto","565.7","565.28282334","565.28282334","4.9","87.1","767","0","2","6","17","42","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K66241279","Cyto","254.12","253.01023","253.01023","2.7","29.1","215","0","1","1","3","14","0","0","0","0","1","1","0","1","170","11.66","1.65","0.65","4","1","1","0","0","1","1","0.6","4","6"
"BRD-K00259736","Cyto","399.4","399.16818752","399.16818752","1","83.1","740","0","1","6","5","29","0","1","1","0","0","0","0","1","305.7","8.89","3.95","2","10","6","1","0","0","3","0","0.8","6.6","10"
"BRD-K00003162","Cyto","417.3","416.0484","416.0484","2.6","130","607","0","3","7","3","26","0","1","1","0","0","0","0","1","284","8.64","3.37","2.28","14","4","3","0","3","3","1","0.8","3.4","6"
"BRD-K00003453","Cyto","394.5","394.2481096","394.2481096","2.9","86.5","500","0","4","6","7","29","0","2","2","0","0","0","0","1","311.4","17.52","4.93","1.28","14","2","4","0","3","4","1","1","8.2","10"
"BRD-K77638923","Cyto","508.6","508.16412245","508.16412245","1.3","167","726","0","2","12","7","36","0","0","0","0","0","0","0","1","375.7","19.06","5.95","2.69","12","3","1","0","3","5","0","1","9.2","10"
"BRD-K00003404","Cyto","397.5","397.25900864","397.25900864","3.3","101","507","0","3","7","8","29","0","2","2","0","0","0","0","1","312.8","13.13","6.78","1.52","13","2","3","0","3","3","2","1","8","10"
"BRD-K23363278","Cyto","434.5","434.24302422","434.24302422","3.6","101","565","0","3","6","9","32","0","1","1","0","0","0","0","1","342.8","17.67","4.28","2.15","12","3","3","0","2","3","1","1","11","10"
"BRD-K26997899","Cyto","251.28","251.094628657","251.094628657","3.7","42.1","325","0","1","2","3","19","0","0","0","0","0","0","0","1","201.6","11.8","1.6","1.3","7","2","1","0","1","3","0","0.6","3","6"
"BRD-K56957086","Cyto","379.5","379.18959167","379.18959167","2.6","88.6","505","0","4","4","9","28","0","0","0","0","1","1","0","1","303.9","10.83","5.12","1.69","10","2","3","0","2","3","0","1","10","10"
"BRD-K70578146","Cyto","1255.4","1254.6284747","1254.6284747","3.8","356","3030","0","5","18","8","90","0","10","10","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K43389675","Cyto","527.5","527.17914612","527.17914612","1.8","186","960","0","5","11","4","38","0","6","6","0","0","0","0","1","378","16.21","5.37","1.2","19","8","5","0","1","5","0","1","6","8"
"BRD-K59325863","Cyto","413.3","413.2122012","413.2122012","","132","557","0","5","6","9","30","0","3","3","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K13662825","Cyto","396.5","396.22737416","396.22737416","1.9","91.2","512","0","2","6","7","29","0","1","1","0","0","0","0","1","306.9","14.04","5.07","2","12","2","2","1","2","4","1","1","8.2","10"
"BRD-K30431096","Cyto","334.6","334.310989899","334.310989899","7.5","9.2","271","1","0","1","15","24","0","0","0","0","0","0","0","1","297","9.89","5.65","1.63","4","1","0","0","1","1","1","1.4","15","10"
"BRD-A60635434","Cyto","562.7","562.16951039","562.16951039","3.1","160","1230","0","2","8","6","38","0","4","4","0","2","0","2","1","414.7","17.26","4.92","1.66","15","8","0","2","0","3","2","1","7.2","10"
"BRD-K00003516","Cyto","872.1","871.50819138","871.50819138","3.7","162","1730","0","3","14","8","62","0","19","19","0","3","3","0","1","","","","","","","","","","","","","","0"
"BRD-K00004610","Cyto","439.9","439.1087545","439.1087545","5.2","64","680","0","1","3","5","32","0","0","0","0","0","0","0","1","338.2","16.2","6.44","1.45","10","3","1","0","1","5","0","0.8","6","10"
"BRD-K03972660","Cyto","290.4","290.224580195","290.224580195","3.7","37.3","459","0","1","2","0","21","0","7","7","0","0","0","0","1","232.8","9.66","2.1","1","7","2","1","0","0","4","0","0.6","2","1"
"BRD-K11927976","Cyto","280.4","280.157563266","280.157563266","3.3","46.3","383","0","1","3","3","21","0","0","0","0","0","0","0","1","227.6","6.35","4.69","0.82","7","1","1","0","2","3","0","0.6","3","5"
"BRD-K12502280","Cyto","524.7","524.25696021","524.25696021","4.8","117","787","0","3","9","11","37","0","0","0","0","0","0","0","1","407.2","13.18","5.52","2.85","13","3","3","0","2","4","1","1.2","12","10"
"BRD-K00003591","Cyto","1058","1056.4252209","1056.4252209","6.4","267","1970","0","7","18","15","72","0","14","14","0","5","5","0","1","","","","","","","","","","","","","","0"
"BRD-K57243773","Cyto","513.4","512.1294429","512.1294429","4.8","73.4","783","0","2","7","5","35","0","0","0","0","0","0","0","1","375.5","28.44","2.91","1.16","11","1","2","0","3","5","0","1","6.2","10"
"BRD-K72280606","Cyto","552.7","552.3536373","552.3536373","3.5","121","785","0","3","10","9","40","0","0","0","0","0","0","0","1","425.7","29.24","5.45","1.26","18","4","3","0","5","5","1","1.2","12.6","10"
"BRD-K13810148","Cyto","421.5","421.20015635","421.20015635","3.6","90.9","575","0","3","5","9","31","0","0","0","0","0","0","0","1","334.6","34.98","2.98","1.33","8","2","2","0","1","3","0","1","11","10"
"BRD-K70642949","Cyto","462.6","462.28555774","462.28555774","3.9","125","688","0","4","7","5","34","0","2","2","0","0","0","0","1","354.8","21.63","3.71","2.55","12","1","4","0","2","5","0","1.2","8.4","10"
"BRD-K00004614","Cyto","403.5","403.24710654","403.24710654","2.9","101","518","0","3","6","10","29","0","1","1","0","0","0","0","1","317.2","16.36","6.09","1.15","9","3","2","0","1","3","0","1.2","13.2","10"
"BRD-K39166528","Cyto","298.29","298.09535693","298.09535693","3.5","80.2","405","0","1","4","2","22","0","0","0","0","0","0","0","1","226.9","9.03","3.56","0.94","9","3","1","1","1","3","0","0.6","3","2"
"BRD-A66419424","Cyto","517.1","516.0873659","516.0873659","","168","815","0","4","9","10","34","0","2","2","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K83837640","Cyto","394.5","394.21172409","394.21172409","1.3","95.3","533","0","3","6","6","29","0","0","0","0","0","0","0","1","305.8","31.84","2.25","1.34","11","2","2","0","3","4","0","1","8.2","10"
"BRD-K11636097","Cyto","394.4","394.06596576","394.06596576","2.4","154","630","0","3","10","4","27","0","0","0","0","0","0","0","1","276","12.85","4.51","1.23","10","3","3","0","1","3","0","0.8","5","10"
"BRD-A54927599","Cyto","375.4","375.11404394","375.11404394","2.2","103","642","0","1","7","4","26","0","1","1","0","0","0","0","1","285.7","10.25","3.92","1.81","8","4","1","0","0","3","0","0.8","5","10"
"BRD-K49921286","Cyto","294.35","294.15795719","294.15795719","1.8","87.7","326","0","3","4","8","21","0","0","0","0","0","0","0","1","236.1","27.99","1.81","0.81","6","2","2","0","0","1","1","1.4","10","10"
"BRD-K45528773","Cyto","307.39","307.18959167","307.18959167","1.7","81.7","340","0","3","4","9","22","0","0","0","0","0","0","0","1","247.5","18.25","4.74","0.87","7","2","2","0","1","1","1","1","11","10"
"BRD-A45889380","Cyto","400","399.2077403","399.2077403","6","37.4","461","0","1","4","9","28","0","1","1","0","0","0","0","1","318.3","13.16","5.23","1.77","8","2","1","0","2","3","0","1","9","10"
"BRD-K60230970","Cyto","475.6","475.30462142","475.30462142","4.8","114","644","0","3","5","15","34","0","3","3","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K39576764","Cyto","325.4","325.15387487","325.15387487","2","102","478","0","3","6","4","24","0","1","0","1","0","0","0","1","249.9","15.88","2.06","1.56","10","2","3","0","2","3","0","0.8","5.4","10"
"BRD-K26253904","Cyto","520.7","520.16028312","520.16028312","4.9","121","795","0","0","7","8","36","0","0","0","0","0","0","0","1","394.9","33.53","2.41","1.48","11","4","0","0","2","5","0","1.2","9","10"
"BRD-K81197548","Cyto","303.4","303.162314293","303.162314293","3.9","29.1","432","0","1","2","2","23","0","0","0","0","2","2","0","1","255.5","20.39","1.48","1.1","6","1","1","0","1","3","0","0.6","2.6","1"
"BRD-K12184916","Cyto","469.5","469.19026037","469.19026037","5.2","73.1","872","0","0","4","3","36","0","0","0","0","0","0","0","1","369.6","11.93","7.36","1.23","11","4","0","0","0","6","1","0.8","3","10"
"BRD-K00003212","Cyto","460.5","460.17333247","460.17333247","0.2","128","1050","0","1","9","6","33","0","9","9","0","0","0","0","1","333.3","11.77","4.7","1.89","13","7","0","1","0","4","1","1","7.8","5"
"BRD-K91438851","Cyto","532.6","532.19917055","532.19917055","1.1","177","825","0","3","9","14","37","0","4","4","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K38018935","Cyto","364.5","364.12454906","364.12454906","3.8","104","522","0","3","4","3","26","0","1","1","0","0","0","0","1","281.1","11.01","4.09","0.86","10","1","3","0","1","4","1","0.6","3","6"
"BRD-K43471985","Cyto","492","491.1182738","491.1182738","4.5","121","770","0","2","6","4","34","0","1","1","0","0","0","0","1","365.8","12.26","5.99","1.83","11","2","2","0","2","5","0","0.8","5.2","10"
"BRD-K78960041","Cyto","397.29","397.060151","397.060151","","76.6","191","0","4","6","0","15","0","2","2","0","0","0","0","3","","","","","","","","","","","","","","0"
"BRD-K51791723","Cyto","401.8","401.1030004","401.1030004","3.3","90.2","628","0","3","6","3","28","0","2","2","0","0","0","0","1","295.6","7.49","4.57","1.6","11","3","3","0","1","4","0","0.8","4","10"
"BRD-K01826784","Cyto","400.6","400.34268395","400.34268395","7.1","63.6","404","1","1","4","20","28","0","1","1","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K02130563","Cyto","349.4","349.17902698","349.17902698","3","77.2","474","0","4","3","7","26","0","0","0","0","1","1","0","1","283.3","30.6","2.48","0.83","9","1","3","0","2","3","0","0.8","8","10"
"BRD-K93217218","Cyto","512.4","511.1541805","511.1541805","5.6","70.6","719","0","1","6","9","35","0","0","0","0","0","0","0","1","384.3","31.88","3.96","1.41","9","2","1","0","2","4","0","1","9","10"
"BRD-K93788137","Cyto","506.5","506.13479421","506.13479421","2.8","125","854","0","3","11","7","35","0","0","0","0","0","0","0","1","364.8","10.52","7.22","1.8","11","3","3","0","1","4","0","1","8.4","10"
"BRD-K60997853","Cyto","460.6","460.26990767","460.26990767","2.8","91.2","718","0","2","7","4","34","0","0","0","0","0","0","0","1","356.9","32.68","2.34","0.86","14","3","2","0","3","5","1","1","6.6","10"
"BRD-K47869605","Cyto","414.4","414.13146766","414.13146766","2","92.7","629","0","1","8","4","30","0","4","4","0","0","0","0","1","305.1","8.66","4.43","2.09","13","7","1","0","0","5","0","0.8","5.4","4"
"BRD-K92830582","Cyto","259.34","259.157228913","259.157228913","3","41.5","257","0","2","3","6","19","0","1","1","0","0","0","0","1","214.2","6.67","3.08","1.89","8","2","2","0","1","2","1","0.8","6","10"
"BRD-K33502629","Cyto","392.9","392.140389","392.140389","4.6","57.3","505","0","2","3","4","28","0","0","0","0","0","0","0","1","304.1","24.76","4.58","0.75","9","2","2","0","1","4","0","0.8","7","10"
"BRD-K86687746","Cyto","413.5","413.11577528","413.11577528","1.3","124","669","0","2","8","4","29","0","0","0","0","0","0","0","1","303.4","19.36","3.73","1.5","10","4","1","0","1","4","0","0.8","6.2","10"
"BRD-K52233191","Cyto","441.5","441.12823167","441.12823167","2.1","136","701","0","2","11","6","30","0","0","0","0","0","0","0","1","315.2","23.79","2.09","1.42","10","4","2","0","1","3","0","1","7.2","10"
"BRD-K55187425","Cyto","451.5","451.13008793","451.13008793","2.5","129","678","0","2","9","11","31","0","0","0","0","1","1","0","1","338.5","24.31","4.45","0.82","13","8","1","1","1","2","0","1","11","10"
"BRD-K57427145","Cyto","268.31","268.13241115","268.13241115","1.8","59.3","403","0","1","3","2","20","0","0","0","0","0","0","0","1","210.2","6.36","3.54","1.11","7","3","1","0","0","3","0","0.6","2.4","4"
"BRD-K45519571","Cyto","395.9","395.0706549","395.0706549","2.8","94.8","578","0","0","6","4","26","0","0","0","0","0","0","0","1","284","15.95","2.95","1.63","9","4","0","1","1","3","0","0.8","6.2","10"
"BRD-K77220725","Cyto","309.4","309.184112366","309.184112366","3.6","45.6","380","0","2","2","6","23","0","0","0","0","0","0","0","1","254.2","15.89","3.61","1.35","8","1","2","0","1","3","1","0.8","6.6","10"
"BRD-K61397605","Cyto","540.7","540.20762723","540.20762723","2.2","193","905","0","4","8","2","36","0","4","4","0","2","2","0","1","407.6","7.9","5.26","4.13","12","5","4","0","0","0","3","0.8","4.6","2"
"BRD-K46493214","Cyto","183.19","182.9990142","182.9990142","0.9","71.6","303","0","1","3","0","12","0","0","0","0","0","0","0","1","127.8","3.3","2.33","0.8","6","3","1","0","0","2","0","0.4","0.2","1"
"BRD-A06352508","Cyto","393.4","393.11134135","393.11134135","3.8","65.3","754","0","1","3","0","30","0","2","2","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K86797399","Cyto","358.5","358.23687621","358.23687621","3.1","70.4","453","0","2","4","10","26","0","0","0","0","1","1","0","1","293.6","15.63","6.49","1.17","7","1","1","0","2","2","1","1","11","10"
"BRD-K85479953","Cyto","267.4","267.0830186","267.0830186","3.8","66","281","0","1","4","3","19","0","0","0","0","0","0","0","1","210.9","10.73","3.3","0.68","6","1","1","0","1","3","0","0.6","3","10"
"BRD-K48059512","Cyto","561.6","561.26752246","561.26752246","3.6","103","903","0","2","11","6","40","0","0","0","0","0","0","0","1","410.4","17.76","5.82","1.86","12","3","2","0","2","5","0","1.2","10","10"
"BRD-K00005242","Cyto","540.1","539.2234076","539.2234076","3.5","107","817","0","1","7","7","37","0","1","1","0","0","0","0","1","410.8","14.71","6.17","1.96","12","2","1","0","4","5","0","1.2","9.4","10"
"BRD-K10362825","Cyto","656.7","656.15636224","656.15636224","1.2","189","1090","0","3","14","6","46","0","10","10","0","0","0","0","1","472.8","23.68","5.4","2.64","22","11","3","0","0","8","0","1.2","9","7"
"BRD-K14560436","Cyto","372.5","372.1950114","372.1950114","4.2","50.3","499","0","1","5","0","28","0","0","0","0","1","1","0","1","300","8.22","7.63","1.08","8","2","1","0","2","3","0","0.6","1.4","9"
"BRD-K39841531","Cyto","509.7","509.25729456","509.25729456","4.2","111","783","0","3","9","8","36","0","0","0","0","0","0","0","1","396","12.73","5.83","2.83","13","2","3","0","3","4","1","1","9.2","10"
"BRD-K68174511","Cyto","432.4","432.1197956","432.1197956","4.4","72.1","729","0","1","7","2","32","0","0","0","0","0","0","0","1","319.2","9.02","6.08","1.22","9","2","1","0","1","5","0","0.8","3","8"
"BRD-K84034737","Cyto","516.1","515.1870221","515.1870221","3.9","102","752","0","2","9","8","35","0","0","0","0","0","0","0","1","387.7","15.15","5.94","2.13","11","2","2","0","3","4","0","1.2","9.2","10"
"BRD-K68202742","Cyto","302.37","302.16304257","302.16304257","2.7","69.6","447","0","2","4","6","22","0","1","1","0","2","2","0","1","246.3","16.88","2.68","1.47","7","2","1","0","1","1","2","0.8","7","10"
"BRD-K28360340","Cyto","573.7","573.21850901","573.21850901","7.8","132","963","0","4","6","8","41","0","0","0","0","0","0","0","1","442.4","26.55","5.01","2.14","13","3","4","0","0","4","2","1","9","10"
"BRD-K40227168","Cyto","294.4","294.17321333","294.17321333","3","25.2","492","0","0","2","1","22","0","2","2","0","0","0","0","1","229.4","7.01","3.06","1.06","8","1","0","0","1","5","1","0.6","2.2","1"
"BRD-K69776681","Cyto","618.8","618.40058749","618.40058749","4.6","106","996","0","2","9","10","45","0","1","1","0","0","0","0","1","484","59.43","2.57","1.72","15","3","2","0","3","5","2","1.4","14.6","10"
"BRD-K11046126","Cyto","262.74","262.0985242","262.0985242","2.4","32.3","280","0","0","4","1","18","0","0","0","0","0","0","0","1","196.3","10.11","1.91","0.92","6","1","0","0","2","3","0","0.6","2.2","3"
"BRD-K72420232","Cyto","495","494.1833164","494.1833164","4.2","91.8","694","0","2","8","8","35","0","0","0","0","0","0","0","1","375.6","12.94","7.29","1.53","12","2","2","0","3","4","1","1","10.2","10"
"BRD-K00003431","Cyto","588.7","588.24312166","588.24312166","4.8","133","995","0","1","10","7","42","0","0","0","0","0","0","0","1","452.1","14.63","10.1","1.7","15","3","1","0","4","6","1","1.2","10","10"
"BRD-K68552125","Low","616.8","616.39751874","616.39751874","6.5","130","1150","0","3","8","17","44","0","8","8","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-A66788520","Low","206.26","206.0612801","206.0612801","0.6","75.6","181","0","3","5","7","13","0","1","1","0","0","0","0","1","157.2","7.83","1.64","1.2","7","4","0","2","0","0","1","0.8","7","10"
"BRD-K79511609","Low","301.69","301.0577816","301.0577816","-0.1","140","367","0","4","8","2","20","0","4","4","0","0","0","0","1","204.2","8.56","2.77","0.84","15","4","4","0","4","3","0","0.6","3","10"
"BRD-K89072800","Low","315.3","315.05652907","315.05652907","3.1","119","470","0","2","6","6","22","0","0","0","0","1","1","0","1","241","15.02","2.45","1.33","6","2","2","0","0","2","0","1","6","10"
"BRD-K91623615","Low","371.4","371.09397721","371.09397721","2.8","109","523","0","3","7","6","26","0","0","0","0","0","0","0","1","278.3","6.93","4.46","2.06","11","4","3","0","1","3","0","0.8","6","10"
"BRD-K93176058","Low","310.4","310.193280068","310.193280068","7.8","37.3","323","0","1","2","9","23","0","0","0","0","0","0","0","1","264.8","30.33","1.56","1.09","6","2","0","1","0","2","1","1","9","10"
"BRD-K44276885","Low","645.6","645.24801352","645.24801352","-8.5","321","962","0","14","19","9","44","0","19","19","0","0","0","0","1","441.3","30.75","3.75","1.56","37","18","14","0","1","4","0","1.2","13.4","10"
"BRD-K78097265","Low","274.36","274.18925731","274.18925731","-0.3","98.7","223","0","4","4","12","19","0","0","0","0","0","0","0","1","222.1","31.3","0.97","0.93","8","4","4","0","0","0","0","1.2","14","10"
"BRD-K00003330","Low","1646.8","1645.8365104","1645.8365104","-3.5","643","3360","0","23","22","51","118","0","12","12","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K51751936","Low","390.5","390.24062418","390.24062418","3.2","80.7","687","0","1","5","4","28","0","8","8","0","0","0","0","1","303.2","15.65","2.99","1.11","9","4","1","0","0","4","0","0.8","6","10"
"BRD-K30020243","Low","551.8","551.39343642","551.39343642","3.5","146","717","0","4","7","19","39","0","4","4","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K67043667","Low","210.28","210.1592946","210.1592946","2.7","48.4","148","0","0","6","3","15","0","0","0","0","0","0","0","1","159","4.53","4.51","0.58","4","0","0","0","3","1","0","0.6","3","3"
"BRD-A36010170","Low","502.6","502.23668161","502.23668161","3.6","99.1","1090","0","1","8","4","36","0","8","8","0","0","0","0","1","375.1","14.08","4.11","2.04","13","6","1","0","0","6","0","1","6.2","10"
"BRD-K32285926","Low","383.4","383.1382248","383.1382248","3.1","74.4","531","0","0","6","5","29","0","0","0","0","0","0","0","1","296.3","8.05","6.63","1.33","11","4","0","0","2","5","0","0.8","5","10"
"BRD-K80267133","Low","153.14","153.042593085","153.042593085","1.3","83.6","160","0","3","4","1","11","0","0","0","0","0","0","0","1","113.6","4.02","1.71","0.62","7","2","2","1","1","1","0","0.4","1","3"
"BRD-K13421763","Low","100.14","100.00951931","100.00951931","0.4","67.2","48","0","1","3","0","6","0","0","0","0","0","0","0","1","73.2","2.02","1.37","0.6","3","0","1","0","1","1","0","0.4","0","1"
"BRD-K27352494","Low","924.1","923.48784986","923.48784986","0","320","1670","0","12","18","3","65","0","19","19","0","7","7","0","1","","","","","","","","","","","","","","0"
"BRD-A39172021","Low","447.5","447.11002119","447.11002119","4","133","808","0","1","9","8","31","0","1","1","0","0","0","0","1","329.7","11.58","5.06","1.99","9","5","1","0","0","3","0","1","9.2","10"
"BRD-A29623586","Low","305.4","305.16270821","305.16270821","0.9","70","396","0","2","5","5","22","0","5","5","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K00003675","Low","537.65","535.79355","537.79395","","142","548","0","0","12","0","22","0","4","4","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K81729199","Low","463.6","463.29472544","463.29472544","3.1","68.8","661","0","1","5","9","34","0","0","0","0","0","0","0","1","370.5","27.04","4.07","2.24","10","3","1","0","2","4","0","1.2","11.6","10"
"BRD-K03070961","Low","304.5","304.240230259","304.240230259","6.3","37.3","362","0","1","2","14","22","0","0","0","0","4","4","0","1","271.6","7","4.36","2.59","6","2","0","1","0","0","3","1.4","14","10"
"BRD-K00004574","Low","660.7","659.3256625","659.3256625","10","62.3","858","0","0","6","20","45","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K96006160","Low","312.4","312.19367399","312.19367399","3.4","46.2","443","0","0","5","2","22","0","8","8","0","0","0","0","1","229.1","5.14","3.45","1.85","6","3","0","0","0","3","0","0.6","4.2","1"
"BRD-A85261566","Low","994.2","993.44120896","993.44120896","-1.9","416","1770","0","11","15","18","68","0","9","9","0","0","0","0","1","","","","","","","","","","","","","","0"
