"DRH ID code","Outcome","MolecularWeight","MonoisotopicMass","ExactMass","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAcceptorCount","RotatableBondCount","HeavyAtomCount","IsotopeAtomCount","AtomStereoCount","DefinedAtomStereoCount","UndefinedAtomStereoCount","BondStereoCount","DefinedBondStereoCount","UndefinedBondStereoCount","CovalentUnitCount","Volume3D","XStericQuadrupole3D","YStericQuadrupole3D","ZStericQuadrupole3D","FeatureCount3D","FeatureAcceptorCount3D","FeatureDonorCount3D","FeatureAnionCount3D","FeatureCationCount3D","FeatureRingCount3D","FeatureHydrophobeCount3D","ConformerModelRMSD3D","EffectiveRotorCount3D","ConformerCount3D"
"BRD-K50265942","No-Effect","427.4","426.1364648","426.1364648","2.7","74.6","806","0","2","4","2","28","0","8","8","0","0","0","0","1","311.4","11.82","2.59","1.42","10","4","2","0","0","4","0","0.8","3.4","2"
"BRD-K60640630","No-Effect","521.4","520.1419441","520.1419441","3.9","93.8","1020","0","1","6","5","35","0","8","8","0","0","0","0","1","375.2","13.02","3.89","2.12","11","5","1","0","0","5","0","1","6.4","3"
"BRD-A78377521","No-Effect","292.36","292.08816355","292.08816355","1.6","103","436","0","3","4","4","20","0","1","1","0","0","0","0","1","222.7","5.17","4.18","1.55","7","2","3","0","0","2","0","0.8","4.6","10"
"BRD-K00004607","No-Effect","473.4","473.06326681","473.06326681","5.2","111","763","0","1","11","6","32","0","1","1","0","0","0","0","1","334.7","16.54","4.33","1.34","7","4","1","0","0","2","0","1.2","9","10"
"BRD-K54262262","No-Effect","200.23","200.083729621","200.083729621","3.4","29.5","167","0","1","2","3","15","0","0","0","0","0","0","0","1","164.7","11.36","1.09","1.01","4","1","1","0","0","2","0","0.6","3","10"
"BRD-K65508953","No-Effect","325.36","325.15253745","325.15253745","-0.7","96.3","575","0","2","7","0","23","0","5","5","0","0","0","0","1","242","6.87","2.94","1.3","9","4","2","0","1","2","0","0.6","1.8","10"
"BRD-A48938994","No-Effect","218.29","218.15180918","218.15180918","2","66.8","159","0","2","4","10","15","0","1","1","0","0","0","0","1","180.1","20.61","1.05","0.65","8","3","2","0","0","0","3","1.2","10","10"
"BRD-K00004695","No-Effect","130.1","130.02660867","130.02660867","0.4","63.6","147","0","1","4","3","9","0","0","0","0","1","1","0","1","98.9","5.82","1.1","0.57","4","3","0","1","0","0","0","0.6","3","4"
"BRD-K79926543","No-Effect","177.16","177.053826475","177.053826475","0.3","84.2","254","0","3","3","0","13","0","0","0","0","0","0","0","1","128.1","3.3","2.73","0.58","8","2","3","0","1","2","0","0.4","0","1"
"BRD-A31454688","No-Effect","358.6","358.30830982","358.30830982","7.4","66.8","281","0","2","4","20","25","0","1","1","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-A51747092","No-Effect","239.31","239.15214353","239.15214353","1.7","50.7","199","0","2","4","7","17","0","1","1","0","0","0","0","1","195.4","7.1","2.71","1.5","8","3","2","0","1","1","1","0.8","7","10"
"BRD-K21548250","No-Effect","427.5","427.15657746","427.15657746","3","96.4","601","0","1","6","6","30","0","0","0","0","0","0","0","1","326.6","12.27","8.28","1.57","9","3","1","0","1","4","0","1","9.6","10"
"BRD-K11590034","No-Effect","302.23","302.04265265","302.04265265","1.5","127","488","0","5","7","1","22","0","0","0","0","0","0","0","1","215.8","10.35","2.33","1.08","10","2","5","0","0","3","0","0.6","1","4"
"BRD-A40546373","No-Effect","270.29","270.13280507","270.13280507","-0.3","96.3","306","0","1","6","4","19","0","1","1","0","0","0","0","1","199.7","8.42","2.31","1.61","10","4","1","1","2","2","0","0.8","6.2","10"
"BRD-K38938675","No-Effect","395.4","395.14567599","395.14567599","3.7","63.7","501","0","1","9","7","28","0","0","0","0","0","0","0","1","290.5","21.91","3.45","1.15","9","3","1","0","2","3","0","1","9.2","10"
"BRD-K00003491","No-Effect","509.4","508.058","508.058","2.5","104","719","0","1","8","7","31","0","1","1","0","0","0","0","1","345.9","8.05","7.01","2.31","11","3","1","0","2","4","1","1","8.6","10"
"BRD-A39052811","No-Effect","421.9","421.1568475","421.1568475","2.8","76.8","521","0","2","6","7","29","0","1","1","0","0","0","0","1","316","9.72","4.58","2","10","3","2","0","2","3","0","1","9.2","10"
"BRD-K00004657","No-Effect","260.32","260.07318219","260.07318219","1","87.2","384","0","2","4","2","18","0","0","0","0","0","0","0","1","194.7","11.06","1.52","1.26","7","1","2","0","1","3","0","0.6","2.6","10"
"BRD-K99616396","No-Effect","373.5","373.19026037","373.19026037","3.9","78.9","533","0","3","5","5","28","0","0","0","0","0","0","0","1","295","13.31","6.02","1.39","13","3","3","0","2","4","1","0.8","6.6","10"
"BRD-K11785681","No-Effect","458.6","458.26817634","458.26817634","3.8","79","771","0","1","3","7","34","0","0","0","0","0","0","0","1","371.3","30.22","2.66","1.16","10","2","1","0","1","4","2","1","10.2","10"
"BRD-A08899266","No-Effect","520.5","520.10124741","520.10124741","-0.6","232","958","0","4","13","9","36","0","3","3","0","0","0","0","1","370.4","14.17","5.92","1.77","18","8","2","3","1","4","0","1","10.6","10"
"BRD-K12742203","No-Effect","307.4","307.157228913","307.157228913","4.8","31.4","356","0","0","3","5","23","0","0","0","0","0","0","0","1","251.3","11.13","3.58","1.03","7","3","0","0","0","3","1","0.8","5","10"
"BRD-K81144366","No-Effect","279.37","279.18344366","279.18344366","3.2","38.8","304","0","0","4","7","20","0","0","0","0","0","0","0","1","230.1","10.99","3.19","1","5","2","0","0","1","1","1","0.8","7","10"
"BRD-K77771411","No-Effect","241.68","241.0730377","241.0730377","0.6","71.4","275","0","2","4","3","16","0","0","0","0","0","0","0","1","174.5","6.69","2.63","0.77","8","2","2","0","2","2","0","0.6","3.6","10"
"BRD-A31095847","No-Effect","427.5","427.22597718","427.22597718","4.5","52.6","643","0","1","3","4","32","0","1","1","0","0","0","0","1","342.8","23.87","2.55","1.5","8","2","1","0","1","4","0","1","7","10"
"BRD-K60690191","No-Effect","193.24","193.089149355","193.089149355","3.3","12.9","251","0","0","1","2","15","0","0","0","0","0","0","0","1","165.2","12.12","1.37","0.98","3","1","0","0","0","2","0","0.4","0","1"
"BRD-K45551181","No-Effect","407.5","407.24335857","407.24335857","4.2","91","540","0","3","7","5","30","0","0","0","0","0","0","0","1","312","15.26","5.69","1.03","12","1","3","0","3","5","0","1","7.4","10"
"BRD-K18530250","No-Effect","476.6","476.23245954","476.23245954","5.8","84.2","750","0","2","5","7","36","0","0","0","0","0","0","0","1","378.8","18.26","7.41","1.69","12","2","2","0","2","5","1","1","8.6","10"
"BRD-K94853001","No-Effect","535.7","535.22532572","535.22532572","5.3","128","862","0","4","8","8","38","0","0","0","0","0","0","0","1","409.2","26.51","3.51","2.5","18","4","4","0","4","5","1","1","9.2","10"
"BRD-K43812936","No-Effect","559.6","559.16895366","559.16895366","4.9","123","951","0","2","8","8","40","0","1","1","0","0","0","0","1","427.6","42.43","6.86","0.98","13","4","2","0","1","5","1","1.2","9","10"
"BRD-A30590053","No-Effect","356.5","356.282763776","356.282763776","5.5","32.3","391","0","1","2","7","26","0","1","1","0","0","0","0","1","297.5","15.64","3.82","1.11","6","1","1","0","1","3","0","1.2","10.6","10"
"BRD-K84883208","No-Effect","232.28","232.121177757","232.121177757","1.4","47.3","206","0","1","3","6","17","0","0","0","0","0","0","0","1","187.2","9.83","2","1.36","6","2","1","0","1","2","0","0.8","6","10"
"BRD-K44022883","No-Effect","368.4","368.17092191","368.17092191","1.5","109","518","0","0","8","5","27","0","0","0","0","0","0","0","1","278.2","10.43","6.83","0.71","10","2","0","0","3","4","1","0.8","5","10"
"BRD-K57416838","No-Effect","397.4","397.14626452","397.14626452","3","83","561","0","0","8","5","29","0","0","0","0","0","0","0","1","292.6","10.65","5.51","1.27","9","0","0","0","4","5","0","0.8","5.8","10"
"BRD-K68795758","No-Effect","517.9","517.0207689","517.0207689","4.9","97.1","856","0","1","10","5","32","0","0","0","0","0","0","0","1","343.6","8.57","7.71","1.75","8","4","1","0","0","3","0","1","7.2","10"
"BRD-K37618799","No-Effect","403.8","403.0836024","403.0836024","3.9","85.3","589","0","1","5","4","29","0","0","0","0","0","0","0","1","299.1","14.2","7.52","1.05","10","2","1","0","2","5","0","0.8","5","8"
"BRD-A06784547","No-Effect","522.5","522.17908655","522.17908655","5.9","110","1040","0","1","7","9","39","0","1","1","0","0","0","0","1","411.2","12.85","8.31","1.77","11","4","1","1","1","4","0","1","9.4","10"
"BRD-A78093359","No-Effect","398.4","398.14778643","398.14778643","3.1","102","798","0","0","7","7","29","0","1","1","0","0","0","0","1","309.6","7.15","4.88","2.43","9","4","0","1","1","2","1","1","8.4","10"
"BRD-K91135178","No-Effect","472.7","472.06322936","472.06322936","6.3","201","604","0","4","6","9","30","0","0","0","0","0","0","0","1","354.3","15.75","6.29","2.72","12","6","4","0","0","2","0","1.6","13","10"
"BRD-K10575656","No-Effect","309.4","309.15896025","309.15896025","4.1","75.7","370","0","2","5","4","23","0","0","0","0","0","0","0","1","235.9","6.78","5.84","1.17","9","0","2","0","3","4","0","0.8","5.2","10"
"BRD-K00004683","No-Effect","189.21","189.090211983","189.090211983","1","45.2","252","0","1","3","1","14","0","1","1","0","0","0","0","1","148.2","5.75","1.7","1.03","5","2","1","0","0","2","0","0.6","2.6","6"
"BRD-K00003381","No-Effect","370.4","370.09872823","370.09872823","3.5","111","534","0","1","6","7","26","0","1","1","0","0","0","0","1","285.7","27.02","2.51","1","9","4","1","0","0","3","1","1.2","7.6","10"
"BRD-K00004703","No-Effect","371.4","371.08274382","371.08274382","3.4","110","556","0","2","6","7","26","0","0","0","0","0","0","0","1","282.6","27.27","1.58","1.21","8","3","2","0","0","3","0","1.4","7","10"
"BRD-A28329383","No-Effect","233.23","233.09127461","233.09127461","-2.3","118","292","0","3","6","3","17","0","1","1","0","0","0","0","1","173.7","9.08","1.56","0.88","8","2","1","1","2","2","0","0.6","3","3"
"BRD-K19061412","No-Effect","468.5","468.17731048","468.17731048","5.4","66","620","0","0","8","10","34","0","0","0","0","1","1","0","1","358.9","48.66","5.24","1.04","5","1","0","0","0","4","0","1","11","10"
"BRD-K15262564","No-Effect","500.6","500.29853298","500.29853298","3","146","694","0","4","9","17","35","0","8","8","0","1","1","0","1","","","","","","","","","","","","","","0"
"BRD-K60441002","No-Effect","114.1","114.042927438","114.042927438","-1.4","64.4","141","0","2","3","1","8","0","0","0","0","0","0","0","1","84.5","3.44","1.09","0.62","5","1","2","0","1","1","0","0.4","1","4"
"BRD-K72078047","No-Effect","293.26","293.0863496","293.0863496","3","72.6","369","0","2","5","4","21","0","0","0","0","0","0","0","1","217.4","10.82","2.11","1.57","7","2","2","0","0","2","1","0.6","4","10"
"BRD-K90524085","No-Effect","331.8","331.0876252","331.0876252","5.3","37.8","398","0","1","3","3","24","0","0","0","0","0","0","0","1","256.6","13.18","3.59","1.22","7","1","1","0","1","4","0","0.6","3","10"
"BRD-K43149758","No-Effect","318.23","318.03756727","318.03756727","1.2","148","506","0","6","8","1","23","0","0","0","0","0","0","0","1","223.3","11.32","2.29","1.26","11","2","6","0","0","3","0","0.6","1","2"
"BRD-K88153212","No-Effect","319.5","319.251129295","319.251129295","7.9","39.2","281","0","0","3","15","23","0","0","0","0","0","0","0","1","276.6","52.08","1.43","0.62","4","2","0","0","0","1","1","1.4","15","10"
"BRD-K57027742","No-Effect","378.9","378.0488145","378.0488145","3.3","138","473","0","4","4","3","24","0","0","0","0","1","0","1","1","277.6","6.48","5.64","1.75","10","4","4","0","0","2","0","1","8","10"
"BRD-K77817104","No-Effect","337.4","337.1677936","337.1677936","6.4","66.4","452","0","2","3","8","25","0","0","0","0","1","1","0","1","277.4","27.39","2.72","0.91","9","3","1","1","0","2","2","1","9","10"
"BRD-K78844995","No-Effect","358.22","358.05421","358.05421","2.7","32.3","259","0","1","2","4","18","0","0","0","0","0","0","0","1","220.5","18.56","1.36","1.01","6","1","1","0","1","2","1","0.8","6.2","10"
"BRD-A24857382","No-Effect","223.22","223.0844579","223.0844579","-0.2","86.6","259","0","3","4","4","16","0","1","1","0","0","0","0","1","172.2","6.39","2.5","1.1","7","3","2","1","0","1","0","0.6","5","10"
"BRD-K52523550","No-Effect","268.27","268.117155","268.117155","-1.5","124","348","0","4","5","7","19","0","1","1","0","0","0","0","1","203.2","7","4.55","0.89","10","4","3","1","1","1","0","0.8","9","10"
"BRD-K28121004","No-Effect","246.22","246.08518617","246.08518617","-2","133","327","0","4","6","7","17","0","1","1","0","0","0","0","1","181.8","10.3","2.41","1.1","10","6","2","2","0","0","0","0.8","9","10"
"BRD-A92872453","No-Effect","221.21","221.0899372","221.0899372","-1.7","119","235","0","5","6","2","15","0","5","5","0","0","0","0","1","155","5.15","1.82","1.33","12","6","5","0","0","1","0","0.6","4.2","10"
"BRD-K73700643","No-Effect","202.25","202.110613074","202.110613074","1.8","44.9","230","0","2","1","3","15","0","0","0","0","0","0","0","1","164.5","5.43","2.76","0.89","6","1","2","0","1","2","0","0.6","4","10"
"BRD-K75390981","No-Effect","125.17","125.095297364","125.095297364","-0.2","40.7","74","0","2","2","3","9","0","0","0","0","0","0","0","1","102.6","5.94","1","0.72","5","0","2","0","2","1","0","0.6","3","6"
"BRD-K00004214","No-Effect","504.6","504.24129289","504.24129289","4.9","57.9","935","0","2","4","4","38","0","4","4","0","0","0","0","1","385.8","12.87","4.7","1.9","14","2","2","0","2","8","0","1","5.8","7"
"BRD-K64191834","No-Effect","264.4","264.07549087","264.07549087","4.4","78.5","244","0","1","4","3","17","0","0","0","0","0","0","0","1","201.6","14.09","1.94","0.76","4","1","0","0","0","3","0","0.6","4.2","10"
"BRD-K28030264","No-Effect","138.12","138.042927438","138.042927438","-0.5","62.2","127","0","2","3","1","10","0","0","0","0","0","0","0","1","104.1","4.35","1.42","0.62","4","2","1","0","0","1","0","0.4","2","6"
"BRD-K82236108","No-Effect","179.26","179.131014166","179.131014166","1.7","23.5","141","0","1","2","3","13","0","2","2","0","0","0","0","1","151.2","6.34","1.47","1.02","4","1","1","0","1","1","0","0.6","3","3"
"BRD-K33445938","No-Effect","59.07","59.037113783","59.037113783","-1","29.1","20","0","1","1","0","4","0","0","0","0","0","0","0","1","48.9","1.89","0.85","0.57","2","1","1","0","0","0","0","0.4","1","2"
"BRD-K60060639","No-Effect","249.37","249.196688425","249.196688425","2.6","29.1","264","1","1","1","5","18","0","0","0","0","0","0","0","1","211.2","9.81","2.31","1.01","4","1","1","0","1","1","0","0.8","6","6"
"BRD-K52732207","No-Effect","99.13","99.068413911","99.068413911","-0.5","20.3","90","0","0","1","0","7","0","0","0","0","0","0","0","1","82.9","2.08","1.71","0.61","2","1","0","0","0","1","0","0.4","0.8","1"
"BRD-K62056274","No-Effect","227.3","227.142247555","227.142247555","2","19.4","248","0","0","3","1","17","0","0","0","0","0","0","0","1","180.5","10.77","1.65","0.76","5","0","0","0","2","3","0","0.6","2.2","6"
"BRD-K93806173","No-Effect","322.4","322.204513457","322.204513457","3.4","23.6","379","0","0","2","6","24","0","1","1","0","0","0","0","1","269.1","10.36","5.37","1.2","5","1","0","0","1","3","0","0.8","8","10"
"BRD-K97360717","No-Effect","252.4","252.03910536","252.03910536","2.7","78.9","236","0","0","5","2","16","0","0","0","0","0","0","0","1","185.8","9.1","1.82","1.2","5","2","0","0","0","3","0","0.6","3.2","10"
"BRD-K39693230","No-Effect","229.23","229.07389321","229.07389321","2.9","69.6","261","0","3","3","2","17","0","0","0","0","0","0","0","1","177.8","11.11","1.73","0.68","6","1","3","0","0","2","0","0.6","3","5"
"BRD-K41143549","No-Effect","268.35","268.157563266","268.157563266","2.5","55.1","263","0","2","2","7","20","0","0","0","0","0","0","0","1","222.5","10.08","4.21","1.13","6","1","2","0","1","2","0","0.8","7","10"
"BRD-K60150510","No-Effect","335.36","335.15935417","335.15935417","0.9","126","438","0","4","8","4","24","0","4","4","0","0","0","0","1","243.2","14.87","2.38","0.96","16","4","4","0","4","4","0","0.8","6","10"
"BRD-K81807412","No-Effect","281.27","281.11240398","281.11240398","-0.4","126","349","0","4","8","3","20","0","4","4","0","0","0","0","1","196.9","9.68","2.29","0.82","15","4","4","0","4","3","0","0.6","4","10"
"BRD-K82522873","No-Effect","414.5","414.16919058","414.16919058","2.8","103","636","0","2","4","7","31","0","0","0","0","0","0","0","1","325.6","13.24","4.76","1.62","11","3","1","1","2","4","0","1","7","10"
"BRD-K36804890","No-Effect","389.9","389.12949","389.12949","5.2","46.9","544","0","1","2","4","28","0","0","0","0","0","0","0","1","304.3","21.59","2.36","1.4","7","1","1","0","1","4","0","0.8","5","10"
"BRD-K65146499","No-Effect","228.29","228.115029749","228.115029749","3.1","26.3","262","0","0","2","4","17","0","0","0","0","0","0","0","1","189.8","12.45","1.52","0.89","4","2","0","0","0","2","0","0.6","4","10"
"BRD-K01824972","No-Effect","664.4","664.11694759","664.11694759","-5.9","318","1130","1","8","18","11","44","0","8","8","0","0","0","0","1","449.3","9.68","5.24","4.49","26","11","6","0","4","5","0","2","13","10"
"BRD-A24397426","No-Effect","360.4","360.14853532","360.14853532","2.9","81.1","631","0","2","7","2","26","0","1","1","0","0","0","0","1","267","11.84","2.98","0.94","12","4","1","1","2","4","0","0.8","3.8","4"
"BRD-A87606379","No-Effect","309.4","309.19400834","309.19400834","0.7","82","344","0","4","5","6","22","0","3","3","0","0","0","0","1","244.5","7.91","3.38","2","12","4","4","0","1","2","1","0.8","6.8","10"
"BRD-M06409173","No-Effect","1142.1","1141.51030118","1141.51030118","","468","1450","0","13","26","13","76","0","8","8","0","0","0","0","5","","","","","","","","","","","","","","0"
"BRD-A71262238","No-Effect","365.5","365.21032711","365.21032711","4","65.4","543","0","1","4","7","27","0","1","1","0","0","0","0","1","295.8","19.11","2.75","1.52","9","3","1","0","1","3","1","1","9","10"
"BRD-K06674495","No-Effect","347.4","347.1382248","347.1382248","2","141","552","0","4","4","5","26","0","0","0","0","0","0","0","1","265.3","24.28","1.4","1.05","10","1","4","0","2","3","0","0.8","5","10"
"BRD-K18574842","No-Effect","414.5","414.12494298","414.12494298","2.9","121","699","0","2","6","5","29","0","3","3","0","0","0","0","1","311.5","12.41","3.18","1.83","12","5","1","1","0","4","1","0.8","6.8","10"
"BRD-A67862938","No-Effect","383.5","383.24604391","383.24604391","4.8","38.8","465","0","0","4","11","28","0","2","2","0","0","0","0","1","317","11.03","6.75","1.99","6","2","0","0","1","3","0","1","12","10"
"BRD-K74141488","No-Effect","287.4","287.167399674","287.167399674","5.1","3.2","342","0","0","1","5","22","0","0","0","0","1","1","0","1","245.9","12.55","3.5","1.14","4","0","0","0","1","3","0","0.8","5","10"
"BRD-K66404838","No-Effect","357.4","357.19400834","357.19400834","0.2","73.2","597","0","3","5","2","26","0","5","5","0","0","0","0","1","263.3","8.62","2.86","1.45","13","3","3","0","1","6","0","0.8","4.4","4"
"BRD-K89272869","No-Effect","476.6","476.23112213","476.23112213","1","86.4","893","0","2","6","5","35","0","5","5","0","1","1","0","1","360.3","12.39","3.79","2.56","13","4","2","0","1","6","0","1","8.2","10"
"BRD-K47886988","No-Effect","232.23","232.08479225","232.08479225","1.4","70.5","378","0","1","5","2","17","0","0","0","0","0","0","0","1","176.7","6.15","3.02","0.69","8","4","0","1","1","2","0","0.6","2","2"
"BRD-K68407436","No-Effect","339.4","339.18344366","339.18344366","2.7","52.9","618","0","2","4","2","25","0","4","4","0","0","0","0","1","257.7","7.75","3.23","1.54","10","2","2","0","1","5","0","0.8","4","4"
"BRD-K41458421","No-Effect","651.8","651.36186151","651.36186151","-1","127","899","0","2","12","24","46","0","5","5","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K67511046","No-Effect","327.4","327.14705815","327.14705815","2.1","70","594","0","2","5","2","24","0","4","4","0","0","0","0","1","242.1","6.47","3.16","1.54","12","3","2","0","1","5","1","0.6","3.4","4"
"BRD-K70898774","No-Effect","445.5","445.20015635","445.20015635","3.5","94.4","841","0","3","6","4","33","0","4","4","0","1","1","0","1","333.4","13.49","2.86","2","15","4","3","0","1","6","1","0.8","6.4","7"
"BRD-K88172511","No-Effect","341.4","341.16270821","341.16270821","1.9","70","621","0","2","5","2","25","0","4","4","0","0","0","0","1","252.3","7.67","3.09","1.52","11","3","2","0","1","5","0","0.8","4","3"
"BRD-K81275354","No-Effect","415.5","415.17835828","415.17835828","3.6","66.1","773","0","2","5","2","31","0","4","4","0","0","0","0","1","310.7","11.46","3.78","1.61","13","3","2","0","1","7","0","0.8","3.8","2"
"BRD-K34088084","No-Effect","414.5","414.1943427","414.1943427","3.3","68.7","774","0","3","4","2","31","0","4","4","0","0","0","0","1","310.2","11.48","3.82","1.62","14","2","3","0","2","7","0","0.8","3.8","2"
"BRD-K18280217","No-Effect","419.5","419.15149208","419.15149208","1.3","117","664","0","2","7","7","29","0","0","0","0","0","0","0","1","315.8","26.39","2.37","1.46","12","6","2","0","0","3","1","1.2","8.8","10"
"BRD-K69195780","No-Effect","393.5","393.20524173","393.20524173","3.2","53.1","552","0","0","5","7","29","0","0","0","0","0","0","0","1","311.3","22.86","2.99","1.75","9","3","0","0","2","4","0","1","8.4","10"
"BRD-K00004563","No-Effect","212.29","212.131348519","212.131348519","1.5","24.4","317","0","1","1","2","16","0","0","0","0","0","0","0","1","170.8","8.37","1.67","1.19","5","0","1","0","1","3","0","0.6","3","10"
"BRD-K77641333","No-Effect","210.27","210.115698455","210.115698455","2.1","24.4","272","0","1","1","2","16","0","0","0","0","0","0","0","1","169","6.12","2.55","1.02","5","0","1","0","1","3","0","0.6","2.6","10"
"BRD-K13664493","No-Effect","409.9","409.1920902","409.1920902","6.3","57.2","539","0","3","4","5","29","0","0","0","0","0","0","0","1","319.4","13.73","6.15","1.27","11","1","3","0","2","4","1","0.8","5.8","10"
"BRD-K91234829","No-Effect","279.29","279.08954328","279.08954328","3.1","59.3","422","0","1","3","3","21","0","0","0","0","0","0","0","1","219.9","8.84","2.18","1.92","8","3","0","1","1","3","0","0.6","3","10"
"BRD-K59197931","No-Effect","230.26","230.094294304","230.094294304","3.3","46.5","277","0","1","3","3","17","0","1","1","0","0","0","0","1","183.5","9.38","1.62","0.99","7","3","0","1","0","2","1","0.6","3","10"
"BRD-K61337602","No-Effect","335.5","335.16674822","335.16674822","2","73.6","483","0","2","4","5","23","0","0","0","0","0","0","0","1","260.2","13.52","4.2","1.26","9","2","2","0","2","3","0","0.8","6.2","10"
"BRD-K08832567","No-Effect","272.25","272.06847348","272.06847348","2.4","87","363","0","3","5","1","20","0","1","1","0","0","0","0","1","203.4","10.82","2.18","0.93","8","2","3","0","0","3","0","0.6","1.6","4"
"BRD-K87122641","No-Effect","164.16","164.047344113","164.047344113","1.5","57.5","178","0","2","3","2","12","0","0","0","0","1","1","0","1","130.3","7.65","1.32","0.61","5","2","1","1","0","1","0","0.6","2","1"
"BRD-K02953697","No-Effect","580.5","580.17920569","580.17920569","-0.5","225","884","0","8","14","6","41","0","11","11","0","0","0","0","1","411.2","18.58","5.41","3.78","25","12","8","0","0","5","0","1.2","9","10"
"BRD-K72522627","No-Effect","582.5","582.19485575","582.19485575","-0.3","236","827","0","9","14","9","41","0","10","10","0","0","0","0","1","417.7","21.53","6.86","2.24","24","11","9","0","0","4","0","1.2","11.4","10"
"BRD-K38287497","No-Effect","708","707.42917048","707.42917048","5.4","179","1400","0","4","7","15","49","0","5","5","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K00004235","No-Effect","346.4","346.18925731","346.18925731","0.5","52.2","453","0","1","6","5","25","0","1","1","0","0","0","0","1","266.6","16.9","3.43","1.21","11","4","1","0","2","4","0","0.8","7.8","10"
"BRD-K17295893","No-Effect","520.6","520.26857026","520.26857026","4.4","119","881","0","3","6","7","38","0","1","1","0","0","0","0","1","403.3","18.06","8.13","2.34","14","5","2","1","1","4","1","1.2","11","10"
"BRD-K90563805","No-Effect","665.7","665.30474055","665.30474055","-1.3","231","1220","0","7","14","3","47","0","14","14","0","5","5","0","1","503.1","24.61","7.15","2.32","22","12","6","1","1","2","0","1","6.8","7"
"BRD-K44353683","No-Effect","317.4","317.19909372","317.19909372","3.2","66.4","393","0","2","3","6","23","0","1","1","0","0","0","0","1","257.2","12.35","3.98","1.11","8","3","1","1","0","2","1","0.8","8.2","10"
"BRD-A84202322","No-Effect","434.4","434.14534164","434.14534164","3.6","67.9","645","0","1","7","5","31","0","1","1","0","0","0","0","1","317.9","13.5","4.26","1.19","9","4","1","0","0","4","0","1","8.6","10"
"BRD-K82850175","No-Effect","397.4","397.16377084","397.16377084","3.1","112","704","0","3","7","7","29","0","1","1","0","0","0","0","1","304.8","11.31","4.37","2.02","13","4","3","0","2","3","1","1.2","8","10"
"BRD-K00004670","No-Effect","247.33","247.157228913","247.157228913","2.4","32.7","284","0","1","3","2","18","0","2","2","0","0","0","0","1","197.8","9.6","2.28","0.65","7","1","1","0","1","3","1","0.6","3.2","4"
"BRD-K00004647","No-Effect","264.33","264.16985928","264.16985928","-0.2","102","254","0","3","6","8","19","0","0","0","0","0","0","0","1","204","20.98","1.62","0.9","11","1","3","0","5","2","0","0.8","8","10"
"BRD-K61177364","No-Effect","434.2","432.044207","434.041257","7.1","41","441","0","1","4","7","26","0","0","0","0","0","0","0","1","306.4","14.64","2.97","1.79","7","0","1","0","3","2","1","0.8","7.6","10"
"BRD-K15241725","No-Effect","319.4","319.21474379","319.21474379","3.2","41.9","389","0","1","4","4","23","0","3","3","0","0","0","0","1","255.9","13.13","2.48","1.05","9","3","1","0","1","3","1","0.8","5.2","2"
"BRD-K11796549","No-Effect","336.28","336.01645516","336.01645516","0.1","173","653","0","3","7","1","23","0","0","0","0","0","0","0","1","224.4","8.64","2.93","0.77","13","6","3","1","0","3","0","0.6","2","1"
"BRD-K01826782","No-Effect","218.25","218.094294304","218.094294304","1.5","57.5","296","0","2","3","1","16","0","1","1","0","1","1","0","1","172","6.05","1.87","1.41","7","3","1","1","0","2","0","0.6","1.8","6"
"BRD-K00004749","No-Effect","539.6","539.21553163","539.21553163","4.1","156","1100","0","2","9","7","39","0","7","7","0","0","0","0","1","402","34.74","2.67","1.53","14","7","2","0","0","5","0","1","9.4","10"
"BRD-K00004664","No-Effect","173.21","173.095297364","173.095297364","1","30.7","160","0","0","2","2","13","0","0","0","0","0","0","0","1","141.4","5.61","1.74","0.97","4","1","0","0","1","2","0","0.6","2","10"
"BRD-K17539220","No-Effect","573.7","573.26275661","573.26275661","7","58","816","0","0","6","11","43","0","0","0","0","0","0","0","1","453.9","13.43","6.69","4.01","14","4","0","0","2","7","1","1.2","12.2","10"
"BRD-K01825019","No-Effect","259.33","259.07793322","259.07793322","1.9","80.2","373","0","2","2","2","18","0","1","1","0","0","0","0","1","198.7","8.19","2.68","0.88","8","2","2","0","1","3","0","0.6","2.6","10"
"BRD-K68851986","No-Effect","277.7","277.0618043","277.0618043","1.9","65.2","403","0","2","2","2","19","0","1","1","0","0","0","0","1","203.7","10.97","2.11","0.81","8","2","2","0","1","3","0","0.6","2.6","10"
"BRD-K90789829","No-Effect","470","469.224453","469.224453","4.3","51.6","649","0","0","5","10","33","0","0","0","0","0","0","0","1","366.6","16.69","5.29","1.66","9","2","0","0","2","4","1","1.6","11.2","10"
"BRD-K65678996","No-Effect","246.3","246.136827821","246.136827821","1.4","49.4","320","0","1","2","3","18","0","0","0","0","0","0","0","1","199.2","10.56","2.13","0.89","5","2","1","0","0","2","0","0.6","4.8","10"
"BRD-K01826512","No-Effect","253.34","253.14666423","253.14666423","2.9","12.5","274","0","0","2","1","19","0","1","1","0","0","0","0","1","209.5","6.5","3.25","1.29","4","1","0","0","1","2","0","0.6","2.2","7"
