broad_id,InChIKey,Target,TTD Target
BRD-K06762493,WHUWQSQEVISUMC-UHFFFAOYSA-N,,
BRD-K74759733,UDIIBEDMEYAVNG-ZKFPOVNWSA-N,,
BRD-A94055480,AIXMJTYHQHQJLU-SNVBAGLBSA-N,MIF,
BRD-K96714749,PUYOAVGNCWPANW-UHFFFAOYSA-N,,
BRD-K54057105,WFKAJVHLWXSISD-UHFFFAOYSA-N,"HBE1, HBG1",
BRD-K93332168,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,"MAOA, MAOB",
BRD-K01825590,MPIPASJGOJYODL-GOSISDBHSA-N,CYP17A1,
BRD-K60241851,ZHXRDXTYPCPBTI-UHFFFAOYSA-N,,
BRD-A24587114,HUYWAWARQUIQLE-MFKMUULPSA-N,,
BRD-A07704283,XDBMBHVYXPBOPL-OAQYLSRUSA-N,,
BRD-K29173907,ZOCUOMKMBMEYQV-GSLJADNHSA-N,NR3C1,
BRD-A31564021,PIWKPBJCKXDKJR-PVQJCKRUSA-N,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9",
BRD-K56575995,MUCZHBLJLSDCSD-UHFFFAOYSA-N,"ACHE, BCHE",CTSA
BRD-K66480997,KRVDMABBKYMBHG-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRR1, GABRR2, GABRR3","GABRR1, SLC36A1"
BRD-A02232681,AGPKZVBTJJNPAG-RFZPGFLSSA-N,,
BRD-K33583600,DXDRHHKMWQZJHT-FPYGCLRLSA-N,GABBR1,
BRD-A64743628,XVQUOJBERHHONY-VIFPVBQESA-N,,
BRD-K87202646,QRXWMOHMRWLFEY-UHFFFAOYSA-N,"CYP1A2, CYP2C19, CYP2C8, CYP2E1, CYP3A4","ABCC4, CYP3A4, ABCC2, ABCB11, MPO, CYP2A6, Bact inhA"
BRD-K37851352,UBNYRXMKIIGMKK-RMKNXTFCSA-N,,
BRD-A04322457,JWZZKOKVBUJMES-LLVKDONJSA-N,"ADRB1, ADRB2, ADRB3",
BRD-K14127446,JTPUMZTWMWIVPA-UHFFFAOYSA-O,"CHRM3, CHRM4",
BRD-K13409143,AXISYYRBXTVTFY-UHFFFAOYSA-N,,
BRD-K30758549,XUGNVMKQXJXZCD-UHFFFAOYSA-N,,
BRD-K73991644,OVSQVDMCBVZWGM-QSOFNFLRSA-N,,"CA7, TYR, CA4, XDH, EPHX2, CA2, AKR1B1, CA12, KDM1A, CA1, FLT3"
BRD-K01826521,HMYJLVDKPJHJCF-QMMMGPOBSA-N,,
BRD-K47178855,KLDXJTOLSGUMSJ-JGWLITMVSA-N,,
BRD-K55853390,MOYKHGMNXAOIAT-JGWLITMVSA-N,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3, NPR1",
BRD-K82225283,YWXYYJSYQOXTPL-SLPGGIOYSA-N,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3",
BRD-A96529864,KFVUFODCZDRVSS-XGBBNYNSSA-N,,
BRD-A02933148,PWPWEYFVLITGNU-SECBINFHSA-N,,
BRD-K76723084,SHGAZHPCJJPHSC-XFYACQKRSA-N,"RARA, RARB, RARG",
BRD-K90069354,SANOUVWGPVYVAV-UHFFFAOYSA-N,,
BRD-K92116564,QFGMXJOBTNZHEL-UHFFFAOYSA-N,,
BRD-A75552914,YYUAYBYLJSNDCX-UHFFFAOYSA-N,"PTGS1, PTGS2",
BRD-K00003690,BMUKKTUHUDJSNZ-PMUMKWKESA-N,ADRB2,
BRD-K64881305,QJZRFPJCWMNVAV-HHHXNRCGSA-N,KIF11,"KCNH2, KIF11, CYP3A4, CYP2D6, CYP2C9"
BRD-A90799790,HMJIYCCIJYRONP-MRXNPFEDSA-N,"CACNA1D, CACNA1F, CACNA2D1",
BRD-K12826175,HJGMCDHQPXTGAV-IYARVYRRSA-N,"EIF2A, EIF2AK3",
BRD-K95412502,MPYLDWFDPHRTEG-PAAYLBSLSA-N,ATP1A1,
BRD-K87774949,IQVRBWUUXZMOPW-PKNBQFBNSA-N,"ADORA1, ADORA2A, ADORA2B, ADORA3","CYP3A4, ADORA2B, CYP2D6, ADORA2A, CYP2C9, ADORA3, ADORA1, MAOB"
BRD-K53903639,SYENTKHGMVKGAQ-UHFFFAOYSA-N,NEUROD1,
BRD-K67482377,KTBSXLIQKWEBRB-UHFFFAOYSA-N,JAK1,
BRD-A56690687,ULFUJLFTRWWLPO-XMMPIXPASA-N,TGFBR2,
BRD-K60298136,KDDXOGDIPZSCTM-UHFFFAOYSA-N,AHR,
BRD-K77987496,BBIPVJCGIASXJB-PKTZIBPZSA-N,PDE1A,PDE4A
BRD-K96740444,QQQIECGTIMUVDS-UHFFFAOYSA-N,"CHRM3, DRD2",
BRD-K00004318,VHVPQPYKVGDNFY-TUJWMRSMSA-N,,
BRD-K36515744,SJMYMKPBODEZSH-DEDYPNTBSA-N,TRIO,
BRD-K76911699,UUROSJLZNDSXRF-UHFFFAOYSA-N,,
BRD-K73499906,OOSUDWRRWZVFEB-UHFFFAOYSA-N,CXCR4,"KCNH2, CYP3A4, CYP2D6, CXCR4, CYP2C9"
BRD-K45841694,JUWDSDKJBMFLHE-UHFFFAOYSA-N,USP14,
BRD-K33972682,ACRHBAYQBXXRTO-OAQYLSRUSA-N,"HCN1, HCN3, HCN4",
BRD-K52818472,PURKAOJPTOLRMP-UHFFFAOYSA-N,CFTR,"CYP3A4, CYP2D6, CYP2C9, CFTR"
BRD-K85554912,AZSNMRSAGSSBNP-XPNPUAGNSA-N,"CHRNA7, P2RX7",
BRD-K93073858,WIJZXSAJMHAVGX-DHLKQENFSA-N,IDH1,IDH1
BRD-K53234107,QESQGTFWEQMCMH-UHFFFAOYSA-N,PORCN,
BRD-K03601870,FABUFPQFXZVHFB-QBNZTRRJSA-N,TUBB,
BRD-K78659596,MXAYKZJJDUDWDS-LBPRGKRZSA-N,,"PSMB5, NFKB1; NFKB2; RELA; RELB; REL"
BRD-A66419424,YTXSYWAKVMZICI-VBKZILBWSA-N,,
BRD-K95676198,FOTCGZPFSUWZBN-UHFFFAOYSA-N,JAK3,
BRD-K00003271,GTCSIQFTNPTSLO-RPWUZVMVSA-N,,"CNR2, CNR1"
BRD-K95837862,ZLVXBBHTMQJRSX-VMGNSXQWSA-N,OPRK1,"KCNH2, OPRM1, OPRK1, OPRD1, MAPK8; MAPK9; MAPK10"
BRD-K32892871,HZEVDVGPBUFIAW-JKHIJQBDSA-N,SLC6A3,
BRD-K00003209,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,,
BRD-K76180386,YHHFKWKMXWRVTJ-OQKWZONESA-N,KDM4E,
BRD-K38860038,ROYXIPOUVGDTAO-UHFFFAOYSA-N,,
BRD-K22010301,AMDGKLWVCUXONP-UHFFFAOYSA-N,PSEN1,
BRD-K15086322,MOIWSUQWIOVGRH-UHFFFAOYSA-N,HRH4,
BRD-K61721596,RBKIJGLHFFQHBE-IRXDYDNUSA-N,"HCRTR1, HCRTR2",
BRD-K25596805,QOTAQTRFJWLFCR-XFHMXUHZSA-N,GRM1,
BRD-K47376733,BHBOSTKQCZEAJM-UHFFFAOYSA-N,FAAH,
BRD-K51770398,JFRYYGVYCWYIDQ-UHFFFAOYSA-N,TRPV1,
BRD-K83837640,PAWIYAYFNXQGAP-UHFFFAOYSA-N,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2","HDAC3, LTA4H, HDAC7, HDAC11, HDAC2, HDAC9, HDAC1, HDAC5, HDAC6, HDAC8, HDAC10, SIRT2, SIRT3, SIRT1, HDAC4"
BRD-K24864897,AWSKBQNOSRREEY-UHFFFAOYSA-N,,
BRD-K41895652,SYARXICKXVXWNA-LBPRGKRZSA-N,CCR2,
BRD-K31802667,UVUYWJWYRLJHEN-UHFFFAOYSA-N,DRD2,
BRD-K02123250,JRWCBEOAFGHNNU-UHFFFAOYSA-N,MET,
BRD-K00003094,KOAWAWHSMVKCON-UHFFFAOYSA-N,,
BRD-K00003403,COOGVHJHSCBOQT-MRVPVSSYSA-N,,
BRD-K55029398,HYOGJHCDLQSAHX-UHFFFAOYSA-N,GRM2,
BRD-K01036220,FXHHASJVTYRJHH-UHFFFAOYSA-N,PDK2,
BRD-K70330032,YWGYNGCRVZLMCS-UHFFFAOYSA-N,FAAH,
BRD-K83547600,XREFXUCWSYMIOG-UHFFFAOYSA-N,P2RX7,
BRD-K00004575,CWFVVQFVGMFTBD-SECBINFHSA-N,,"KCNH2, P2RX7, CYP3A4, CYP2D6, CYP2C9"
BRD-K19482962,MWDVCHRYCKXEBY-LBPRGKRZSA-N,GPR139,
BRD-K30421675,DBSMLQTUDJVICQ-CJODITQLSA-N,,
BRD-K00004600,GTQTUABHRCWVLL-UHFFFAOYSA-N,,
BRD-K11636097,KDKUVYLMPJIGKA-UHFFFAOYSA-N,"AURKA, AURKB, CDK1, CDK2","CDK5, PRKCB, KDR, EGFR, INSR, CAMK2A; CAMK2B; CAMK2D; CAMK2G, AURKB, EGFR, AURKA, CDK2, FGFR2, CDK1, JAK2"
BRD-K17774839,HUQJRYMLJBBEDO-UHFFFAOYSA-N,HRH4,
BRD-K00003705,XJSFLOJWULLJQS-MJKZEBMBSA-N,,
BRD-K00003340,XNRZJPQTMQZBCE-SFHVURJKSA-N,,
BRD-K54606188,DNVXATUJJDPFDM-KRWDZBQOSA-N,"BRD4, BRDT","BRDT, CREBBP, BRD3, BRD4, BRD2"
BRD-K17705806,VTGBZWHPJFMTKS-UHFFFAOYSA-N,OPRL1,
BRD-K43330982,RNSLRQNDXRSASX-UHFFFAOYSA-N,"P2RY10, S1PR2",
BRD-K81405859,IPSSXIMJJXSJQB-FQEVSTJZSA-N,"IL10, IL1B, IL6, TNF",
BRD-K63150726,GRAJFFFXJYFVOC-UHFFFAOYSA-N,CNR2,
BRD-K53328210,ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,"TNKS, TNKS2",
BRD-K48424871,AVSCNEOUWSVZEY-UHFFFAOYSA-N,MGLL,
BRD-K24554037,BTXRSHKJNDFHGA-UHFFFAOYSA-N,"APC, AXIN1, GSK3B",
BRD-K75664313,KRIKILRRJCIWNB-UHFFFAOYSA-N,"TNKS, TNKS2",
BRD-K05464208,OMGLGPKQUFSRNN-UHFFFAOYSA-N,MAPK14,
BRD-K45446451,SEGYOKHGGFKMCX-UHFFFAOYSA-N,MGLL,"MGLL, FAAH1"
BRD-K38875233,QNYRAEKLMNDRFY-UHFFFAOYSA-N,"FAAH, MGLL",
BRD-K00004699,HYMZAYGFKNNHDN-SSDVNMTOSA-N,,
BRD-A45906415,VXMVXDITZWJXJN-LDMBFOFVSA-N,,
BRD-K90756851,JFIFBWVNHLXJFY-UHFFFAOYSA-N,KRAS,
BRD-K26305185,ZPXCEHMKUTXHRZ-UHFFFAOYSA-N,,
BRD-K84595254,ODJLBQGVINUMMR-HZXDTFASSA-N,ATP1A1,
BRD-A74648924,QNUBRHYSSHJWDH-CHWFTXMASA-N,,
BRD-A67748489,JEFVYQYZCAVNTP-ZDUSSCGKSA-N,KIF11,
BRD-K12807006,IYRMWMYZSQPJKC-UHFFFAOYSA-N,"AKR1B1, ALOX15B, ALOX5, AR, CYP1B1, GLO1, HSD17B1, UGT3A1","ABCG2, PSMB5, DPP4, CA7, TRPC5, CDK6, APP, SLC2A1, GLO1, PREP, ALOX5, TYR, CA4, EGFR, CYP1B1, AHR, XDH, AR, XIAP, MPO, HPV E6, ACHE, BACE1, PTGS1, NOX4, CYP2C9, CA2, EGFR, AKR1B1, CA12, HSD17B1, Malaria fabI, Malaria fabG, ESRRA, BCHE, PTGS2, CA1, ABCC1, FLT3"
BRD-K00004578,BUPRVECGWBHCQV-UHFFFAOYSA-N,,
BRD-K52459018,VLSMHEGGTFMBBZ-OOZYFLPDSA-N,"GRIA1, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5",
BRD-A07815743,HKEAFJYKMMKDOR-YAJUCGGBSA-N,,
BRD-K08327065,SBUJHOSQTJFQJX-NOAMYHISSA-N,,"ABCC4, GJB2, ABCC2, ABCB11, Bact fabH"
BRD-K00003176,POADTFBBIXOWFJ-VWLOTQADSA-N,TOP1,
BRD-K27584835,SLUINPGXGFUMLL-UHFFFAOYSA-N,FLNA,
BRD-K91644281,PVTHJAPFENJVNC-MHRBZPPQSA-N,,
BRD-K17743697,UMJUNUMSJDTYTM-UHFFFAOYSA-N,"SLC8A1, TRPC3, TRPC5, TRPC6",
BRD-K88154110,UHIZYQVRKSWIFO-UHFFFAOYSA-N,SRC,
BRD-A00376169,FOLRUCXBTYDAQK-PTEOKISQSA-N,MME,
BRD-K71164191,CZRCFAOMWRAFIC-UHFFFAOYSA-N,"ACACA, ACACB",
BRD-K88506063,GKHIVNAUVKXIIY-UHFFFAOYSA-N,ROCK2,
BRD-K37312348,QQUXFYAWXPMDOE-UHFFFAOYSA-N,"CCNB1, CDK1, CDK5, GSK3B","MAPK3, LCK, PLK1, CSNK2A1, KDR, INSR, Malaria Pfmrk, CLK1, CDK9-CCNT1, SRC, SIRT2, MAPK1, CDK1, GSK3B"
BRD-K49671696,FPCCSQOGAWCVBH-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, SLC18A1, SLC18A2","HTR7, HTR6, HTR5A, ABCC4, DRD2, HTR2B, DRD4, HRH1, ABCC2, SLC6A4, SLC18A2, ABCB11, HTR2C, HTR2A, SLC6A2, HTR1B, HTR1D, SIGMAR1"
BRD-K29113274,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,KCNA10,
BRD-K00003341,MDUYWDNWFXSMJJ-XWLWVQCSSA-N,,
BRD-A97739905,DKYWVDODHFEZIM-LLVKDONJSA-N,"PTGS1, PTGS2, SLC5A8","CXCR1; CXCR2, CXCL8"
BRD-K01825750,OZWKMVRBQXNZKK-NSHDSACASA-N,"PTGS1, PTGS2",
BRD-K28936863,OVJRNFMIYGGLDL-UHFFFAOYSA-N,HRH1,
BRD-K61339991,PRDJGNVQBVXXEO-UHFFFAOYSA-N,,
BRD-A54927599,NHFIAAAMCYVRIW-QGZVFWFLSA-N,SELP,
BRD-K90747162,CMYHZFCJPORPHY-UHFFFAOYSA-N,"BRAF, FLT3, KIT, PDGFRB",
BRD-K66430217,DXZRBHUCOHBAHP-UHFFFAOYSA-N,"CLK1, CLK3, DYRK1A",
BRD-K80353807,HSMPDPBYAYSOBC-UHFFFAOYSA-N,,"CYP3A4, CYP2D6, CYP1B1, CYP2C9"
BRD-K84605263,HFLMLZKGLUEWBU-UHFFFAOYSA-N,KHK,
BRD-K78978711,DGRJOOOHPBSAHD-UHFFFAOYSA-N,TACC3,
BRD-A25569250,LLIFMNUXGDHTRO-OAHLLOKOSA-N,"LPAR1, LPAR3",
BRD-A88787317,SHPFDGWALWEPGS-AWEZNQCLSA-N,"CSF1R, KDR, KIT, PDGFRB",
BRD-K47150025,LFKQSJNCVRGFCC-UHFFFAOYSA-N,KDR,
BRD-K02898090,OIURYJWYVIAOCW-PQMKYFCFSA-N,"MAN1B1, MAN2A1",
BRD-K65667145,QANMHLXAZMSUEX-UHFFFAOYSA-N,,CHIA
BRD-A94323479,HHVJBROTJWPHHX-INIZCTEOSA-N,LPA,
BRD-A94580299,OQAFDLPAPSSOHY-MRXNPFEDSA-N,"CRY1, CRY2",
BRD-K00005245,CQVAQQNDZCZBSU-UHFFFAOYSA-N,,
BRD-K00004747,DFPYHQJPGCODSB-UKTHLTGXSA-N,,
BRD-K46734292,SXHQLPHDBLTFPM-UHFFFAOYSA-N,MGLL,
BRD-A81177136,RJVLFQBBRSMWHX-DHUJRADRSA-N,"AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1","P2RX7, P2RX4"
BRD-K93480852,LLLQTDSSHZREGW-AATRIKPKSA-N,CAMK2A,
BRD-K64642496,NXNRAECHCJZNRF-JBACZVJFSA-N,"ABCB1, ABCC1",
BRD-K46690591,LAOLDMMWVYDDID-HSUXUTPPSA-N,,
BRD-K71467466,NLNGWFLRRRYNIL-PLNGDYQASA-N,XPO1,
BRD-K75352575,JCHAWRDHMUSLMM-UPHRSURJSA-N,XPO1,
BRD-K00004701,MRFOPLWJZULAQD-SWGQDTFXSA-N,,
BRD-K00004587,ZRLJEHIUGYTTSZ-UHFFFAOYSA-N,,
BRD-K40604024,TXDIRJCYNAWBOS-UHFFFAOYSA-N,ALK,
BRD-K90993449,VPBYZLCHOKSGRX-UHFFFAOYSA-N,"FLT1, FLT4, KDR","PDGFRA, KDR, FLT1, KIT, FLT4"
BRD-K81053848,LTWQQWSXYYXVGA-UHFFFAOYSA-N,ABCG2,
BRD-K66437909,XSDFWTIKVXKOGJ-UHFFFAOYSA-N,,
BRD-K67566344,RFSMUFRPPYDYRD-CALCHBBNSA-N,MTOR,
BRD-K25311561,XRKYMMUGXMWDAO-UHFFFAOYSA-N,"ATM, PRKDC","PIK3CG, ATM, PRKDC, PIK3CB, PIK3CA, MTOR, ATR"
BRD-K36016295,SCELLOWTHJGVIC-BGYRXZFFSA-N,ATM,ATM
BRD-K51337109,RKWHWFONKJEUEF-GQUPQBGVSA-O,CD38,
BRD-A38747044,JCWVNNMJXQJVNC-ZDUSSCGKSA-N,,
BRD-K21718444,YYLKKYCXAOBSRM-JXMROGBWSA-N,"ABL1, AURKA, AURKB, FLT3",FLT3
BRD-K41213548,VFUXSYAXEKYYMB-UHFFFAOYSA-N,,
BRD-A95683721,PJBFVWGQFLYWCB-XEDLVCFGSA-N,"ADORA1, ADORA2A, ADORA2B, ADORA3",
BRD-K29968218,HUNGUWOZPQBXGX-UHFFFAOYSA-N,SRC,"LYN, SRC, BCR-ABL1"
BRD-K85872723,HCZHHEIFKROPDY-UHFFFAOYSA-N,"GPR35, GRIN1, GRIN2A, GRIN2B","AHR, CHRNA7, GPR35"
BRD-K13302470,LXFKEVQQSKQXPR-UHFFFAOYSA-N,DKK1,
BRD-K58568447,CJLMANFTWLNAKC-UHFFFAOYSA-N,BMP1,
BRD-K12106308,MPZXLTZVPUSTFY-SOFYXZRVSA-N,SPHK2,
BRD-K00003714,SHZGCJCMOBCMKK-HGVZOGFYSA-N,,
BRD-K25125382,QNAYBMKLOCPYGJ-REOHCLBHSA-N,"AARS, AARS2, ABAT, AGXT, AGXT2, GPRC6A, GPT, GPT2, KYNU, NFS1, PHYKPL, SLC1A4, SLC36A1, SLC7A8",
BRD-K06033833,ODKSFYDXXFIFQN-BYPYZUCNSA-N,"ARG2, ASL, ASS1, AZIN2, GPRC6A, NOS2, NOS3, SLC7A1, SLC7A3, SLC7A4",
BRD-A45419686,CYJPUZLKFAUFHF-HFSMHLIXSA-N,,
BRD-K06665116,DCXYFEDJOCDNAF-REOHCLBHSA-N,"ASNS, ASRGL1, NARS, NARS2, SLC1A5, SLC38A3",
BRD-K82178523,ZBYVTTSIVDYQSO-REOHCLBHSA-N,,
BRD-K97163964,CKLJMWTZIZZHCS-REOHCLBHSA-N,"ACY1, ACY3, ADSS, ADSSL1, ASNS, ASPA, ASPH, ASRGL1, ASS1, CAD, DARS, DARS2, GOT1, GOT2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, LYZ, PAICS, RNASE1, SLC1A1, SLC25A12, SLC25A13","GRM2, SLC1A3, GRM6, SLC1A2, GRM1, SLC1A1"
BRD-A12237696,RHGKLRLOHDJJDR-BYPYZUCNSA-N,"ASS1, DDAH1, DDAH2, GPRC6A, NOS1, NOS2, NOS3, OTC, PADI1, PADI2, PADI3, PADI4, PADI6",
BRD-K00795468,XUJNEKJLAYXESH-REOHCLBHSA-N,"CARS, CARS2, CBS, CDO-1, CDO1, CSAD, CTH, GCLC, GCLM, GOT1, GSS, MGMT, NFS1, SLC19A3","KIF11, SLC7A11, SLC36A1"
BRD-A25800195,ADVPTQAUNPRNPO-REOHCLBHSA-N,"GRM1, GRM5, GSR, HMGCS2, PAPOLA, PRDX2",
BRD-K99679910,LEVWYRKDKASIDU-IMJSIDKUSA-N,"CTNS, SLC3A1, SLC7A11, SLC7A9",
BRD-K26341917,SSISHJJTAXXQAX-ZETCQYMHSA-O,,
BRD-K62309135,WHUUTDBJXJRKMK-VKHMYHEASA-N,"AADAT, AASS, ABAT, ALDH18A1, ASNS, BCAT1, BCAT2, CCBL2, DNPEP, EARS2, ENPEP, EPRS, FOLH1, FPGS, FTCD, GAD1, GAD2, GATB, GCLC, GCLM, GGCX, GLS, GLS2, GLUD1, GLUD2, GLUL, GMPS, GOT1, GOT2, GPT, GPT2, GRIA1, GRIA2, GRIA3, GRIA4, GRID1, GRID2, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM1, GRM2, GRM3, GRM4, GRM6, GRM7, GRM8, LGSN, NADSYN1, NAGS, OPLAH, PFAS, PGCP, PSAT1, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7, SLC25A18, SLC25A22, SLC7A11, TAT","GSR, GRM2, GRIA4, GRIK3, GRIA2, GRIK2, GRM7, GRM3, SLC1A3, GRM6, SLC1A2, GRIA3, GRIK1, GRM1, GRM8, GRIA1, GRM4, GRM5, SLC1A1, GRIK5, FOLH1"
BRD-K83896451,ZDXPYRJPNDTMRX-VKHMYHEASA-N,"CTPS1, GLUL, GPRC6A, PPAT",
BRD-A12454076,PMMYEEVYMWASQN-DMTCNVIQSA-N,,
BRD-K20497775,YGPSJZOEDVAXAB-QMMMGPOBSA-N,,
BRD-K12853841,ROHFNLRQFUQHCH-YFKPBYRVSA-N,"BCAT1, BCAT2, LARS, LARS2, LCMT1, LCMT2","ALPL, SLC36A1, SLC7A5"
BRD-K86016185,KDXKERNSBIXSRK-YFKPBYRVSA-N,"GPRC6A, KARS, SLC7A1, SLC7A2, SLC7A3, SLC7A4",
BRD-K06502269,FFEARJCKVFRZRR-BYPYZUCNSA-N,"BHMT, BHMT2, METAP2, MTR, MTRR","FASN, SLC7A5"
BRD-K00004529,BLYDGIISUNWHLF-YFKPBYRVSA-N,"DBH, EIF5A",
BRD-K20946707,NTWVQPHTOUKMDI-YFKPBYRVSA-N,"NOS1, NOS2",
BRD-K33141550,KCWZGJVSDFYRIX-YFKPBYRVSA-N,NOS3,
BRD-K60036103,ONYFNWIHJBLQKE-ZETCQYMHSA-N,"NOS1, NOS2, NOS3",
BRD-K25521961,RIRGCFBBHQEQQH-SSFGXONLSA-N,,
BRD-K01666412,ONIBWKKTOPOVIA-BYPYZUCNSA-N,"EPRS, L3HYPDH, P3H1, P3H2, P3H3, P4HA1, P4HA2, PARS2, PPIA, PPIB, PPIC, PPIF, PPIG, PPIH, PRODH, PROSC, PYCR1, PYCR2, PYCRL, SLC6A14, SLC6A7","SLC36A1, SLC33A1"
BRD-K92404805,ASNFTDCKZKHJSW-REOHCLBHSA-N,"FOLH1, GRIA2, GRIK1, GRIK2, GRM1, GRM2, GRM3, GRM5, GRM7, GRM8","GRM2, SLC7A11, GRM7, GRM3, GRM6, GRM1, GRM4, GRM5, FOLH1"
BRD-K04843140,DATAGRPVKZEWHA-YFKPBYRVSA-N,,
BRD-K75508643,AYFVYJQAPQTCCC-GBXIJSLDSA-N,"TARS, TARS2, THNSL1",
BRD-K59424860,KZSNJWFQEVHDMF-SCSAIBSYSA-N,,
BRD-K01827100,XQDXIHYKAGHZRX-LJQANCHMSA-N,NPY5R,
BRD-K39733634,MMDNKTXNUZFVKD-UHFFFAOYSA-N,PTGER4,
BRD-K98372770,HBBVCKCCQCQCTJ-UHFFFAOYSA-N,PPARD,
BRD-K18036262,HHBOWXZOLYQFNY-UHFFFAOYSA-N,GCGR,"MAPK14, GCGR"
BRD-K34277641,KDFQABSFVYLGPM-QFIPXVFZSA-N,"CCKAR, CCKBR, KCNQ1",
BRD-K00004282,MWIASLNTAGRGGA-ZJPWWDJASA-N,"AVPR1A, AVPR2, OXTR",
BRD-K13474508,YKYOQIXTECBVBB-AWEZNQCLSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRG2",
BRD-K89402695,JLPYLHLUHJOPNL-UHFFFAOYSA-N,PTGES,
BRD-A85472596,GMJWAIMJHBTYPD-CQSZACIVSA-N,,
BRD-K74284736,UCKHICKHGAOGAP-UONOGXRCSA-N,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",
BRD-K28470988,JKOCAAWWDVHWKB-UHFFFAOYSA-N,IMPA1,
BRD-K83322645,GSXJSGMDWKPVBY-UHFFFAOYSA-N,"DRD2, SIGMAR1",
BRD-K18816859,HKXMQLISPYELRD-UHFFFAOYSA-N,"HTR1A, HTR1B, HTR1D","HTR1A, HTR2C"
BRD-K10176267,MXEFWCFPCLDOOG-UHFFFAOYSA-N,GRIN1,
BRD-K08109516,FLVRDMUHUXVRET-UHFFFAOYSA-N,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",
BRD-K37952347,BYYQYXVAWXAYQC-LJQANCHMSA-N,"TACR1, TACR2",
BRD-K15791587,FCDRFVCGMLUYPG-ROUUACIJSA-N,TACR1,
BRD-K13211965,QDMAKDIDFJTXEL-UHFFFAOYSA-N,"DRD3, DRD4, SCN1A, SCN3A",
BRD-K05528470,OGJGQVFWEPNYSB-UHFFFAOYSA-N,"DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR6, HTR7","HTR7, DRD5, HTR6, HTR1A, HTR5A, HTR1E, OPRM1, CHRM2, DRD3, DRD2, CHRM5, DRD4, CHRM3, HRH1, OPRK1, ADRA2A, HTR2C, ADRA2C, ADRA2B, OPRD1, HTR2A, ADRA1B, HTR1B, ADRA1A, HTR1D, DRD1, SIGMAR1, CHRM4"
BRD-K39359968,NYYJKMXNVNFOFQ-MHZLTWQESA-N,"ADRB1, ADRB2, ADRB3","ADRB1, Trypano CYSP, ADRB3, ADRB2"
BRD-K30425481,USRYEHHMJIRICK-ZNZBMKLDSA-N,TACR1,
BRD-K10958118,JNUGFGAVPBYSHF-UHFFFAOYSA-N,"FNTA, FNTB, PGGT1B",
BRD-K43905307,ODTKFNUPVBULRJ-NTCAYCPXSA-N,PTGER3,
BRD-K46647427,BQDUNOMMYOKHEP-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5",
BRD-K01825098,SGUAFYQXFOLMHL-SCLBCKFNSA-N,"ADRA1D, ADRB1, ADRB2",
BRD-K43586850,GKQPCPXONLDCMU-CCEZHUSRSA-N,CACNA1C,
BRD-K40787673,VQHSOMBJVWLPSR-JVCRWLNRSA-N,,
BRD-K77258318,JCQLYHFGKNRPGE-FCVZTGTOSA-N,,
BRD-K00003615,KMZQAVXSMUKBPD-FCRIZLRQSA-N,HRH2,
BRD-K02992638,JTEGQNOMFQHVDC-NKWVEPMBSA-N,,
BRD-K93460210,PYZRQGJRPPTADH-UHFFFAOYSA-N,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A","KCNH2, SCN5A, SCN2A, SCN9A, SCN3A, ABCB11, CACNA1C, SCN4A, SCN10A"
BRD-K00003387,WKDNQONLGXOZRG-HRNNMHKYSA-N,,
BRD-A64242993,JAYAGJDXJIDEKI-FUVOQQLASA-N,,
